,dates,per0141-0000,per0141-0001,per0141-0002,per0141-0003,per0141-0004,per0141-0005,per0141-0006,per0141-0007,per0141-0008,per0141-0009,per0141-0010,per0141-0011,per0141-0012,per0141-0013,per0141-0014,per0141-0015,per0141-0016,per0141-0017,per0141-0018,per0141-0019,per0141-0020,per0141-0021,per0141-0022,per0141-0023,per0141-0024,per0141-0025,per0141-0026,per0141-0027,per0141-0028,per0141-0029,per0141-0030,per0141-0031,per0141-0032,per0141-0033,per0141-0034,per0141-0035,per0141-0036,per0141-0037,per0141-0038,per0141-0039,per0141-0040,per0141-0041,per0141-0042,per0141-0043,per0141-0044,per0141-0045,per0141-0046,per0141-0047,per0141-0048,per0141-0049,per0141-0050,per0141-0051,per0141-0052,per0141-0053,per0141-0054,per0141-0055,per0141-0056,per0141-0057,per0141-0058,per0141-0059,per0141-0060,per0141-0061,per0141-0062,per0141-0063,per0141-0064,per0141-0065,per0141-0066,per0141-0067,per0141-0068,per0141-0069,per0141-0070,per0141-0071,per0141-0072,per0141-0073,per0141-0074
183,2000-05-11 14:46:40+00:00,,,,,,,,,,,,,,,,,,,,,,,171.60879749136677,,,,,,,,110.18742556827695,104.57956888453862,92.83924626008522,78.4932493611449,83.70317726522094,80.36384194256124,80.74068347691652,81.49059494735538,83.75320184622262,84.15783159985985,59.05808759394815,69.35291558224401,80.4238202241415,75.17977949634931,81.4623830693964,79.91899400414069,54.78672421990683,62.16093468088685,74.18849407473104,69.85298933141556,55.81395880285085,48.10846174010614,61.39341662790852,56.899560916499624,53.271128067775564,41.47063510368495,44.03471397001316,53.59322614134421,50.70861844320858,49.04109658997773,44.02819264945124,28.24027047223533,14.199072945934137,,,,,,,,,,,,
184,2000-06-04 15:02:49+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,2000-08-07 15:02:02+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,2000-08-15 14:48:35+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,2000-08-23 15:01:56+00:00,,,,,,,,,,,,,,,,,,,,,,,,,178.84239226772496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,2000-10-10 15:01:17+00:00,,,,,,,,,,,,,,,,,,,,,,,,,189.89872987246824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,2000-10-18 14:49:32+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,2000-10-26 15:01:15+00:00,168.99856149920498,135.85450830127184,185.40584625744705,174.36374463600683,164.20749900545155,160.65256350516495,151.92073212396718,171.80670968125258,162.40670734213734,147.90626683054955,171.2097265166538,169.06089797039672,170.35227128051818,181.30175073624815,172.75436612657535,176.35764802084645,181.66446652949736,187.5176318325515,184.68189902939815,179.69549611289466,174.01319018185117,174.7158944478109,167.56559876137987,172.6944834808909,160.18184616470717,163.99429333231257,159.58285884138144,144.84474539935667,147.8933091427201,171.76524715486272,153.54787457043858,152.97803890993578,141.95496568067625,152.58160543466255,155.51595835356923,140.7436682686072,145.61318112333998,149.11447517127374,134.1386838285503,129.29709141856506,124.08125153840098,119.06320628217458,120.97956350908652,,,,,,,,,95.2426077478989,92.70448004894301,92.96702076391631,82.73726186036893,82.74791885657652,84.90522366563174,95.34277261720545,86.72720290698376,74.6694947358246,65.65370882218173,59.817996130534524,55.40471870374911,34.38518375791891,27.66588653158405,32.73325494305932,37.54481247145722,39.4449619509523,44.950281060677966,44.1173461336095,44.532747158895475,40.74483215172896,34.13060821291363,27.76524917590109,37.03313706240744
191,2000-11-18 15:07:27+00:00,157.18219545408556,174.48372891237528,188.67541145578363,183.47783309484421,183.3163673853306,189.69052839254198,177.1057115779624,175.78996341421043,181.44268059035397,173.50181393566234,175.1867387918627,183.98719376797465,188.87887456189415,195.43131196868848,195.14389578890115,190.473285240228,197.61864391214007,194.84425505783275,194.3599114302234,196.40162866809732,193.2066097616112,196.02458828222655,191.75721911287513,185.36089909325636,180.3496087823484,184.3942718404623,180.30969134124263,169.8110833528022,169.0469849561899,166.47229381693577,172.24709098603952,164.8046231646792,150.34222127615232,155.62331896662556,154.17411726563574,154.84097315984775,144.03248940846447,141.07252477560866,141.59777542956755,144.92986074415776,139.05953027727338,139.1868451697256,127.84522034935387,132.1306106215888,136.27200953479047,129.8277834021158,126.00737480940676,118.68830200922196,116.45720212880062,121.01650693340872,116.78464011822652,112.58106482992278,107.30676374315036,103.48071116566592,105.26413781179738,99.17792658187452,100.56595639150942,106.32644884909334,101.56594039081713,97.97159531550506,86.18547301352996,75.33387785490267,76.29108448504108,48.25898882940773,43.15987365938314,49.21424813731885,51.345561707666704,54.36706238418242,58.3719099613172,58.03222251307462,52.54466784400428,55.90747065997075,52.262554650713156,45.656983400677504,51.76053861758997
192,2000-11-26 14:56:20+00:00,145.55555387712542,151.62038299060055,193.94300918504956,184.36894073726347,178.37561022711344,184.9001088329398,177.9693826864834,169.40566104494076,182.69217542258036,179.10082476968702,170.34380654797843,178.77144241972823,181.18305075320615,187.57349868763185,191.06035871516033,182.39147943637818,188.96323480517765,192.2277331028042,180.83938584580466,185.56383977957313,182.35411316733098,184.48009206695087,184.0197517532129,176.43303842662723,169.75106385349358,174.27000323194275,169.92857002405282,162.77167902620556,165.89673050437483,161.99935035117358,162.31374857167134,161.45530595379404,146.8938438911311,147.0851065429855,144.29432598020404,143.39174681235562,138.3705683809835,133.90121037407798,135.8482861168449,141.38170739781376,131.20186414342345,126.75791327698911,129.09407480228452,128.91890594154086,136.41789189749005,126.62336130590685,122.82784212464546,120.95324958828496,119.49243163147212,115.75944509157102,112.49877557399896,115.16193787655301,106.42424988584611,102.28286504690857,103.93154638539437,104.14233178141386,99.91937663785512,100.87294175879092,101.22777397317995,94.07695035388191,84.72448692298676,74.05652577436297,73.15977515246243,51.62242675433809,37.44849499898445,42.22194310989836,42.099371854558754,49.62059673080201,54.95287205872394,52.03846323338175,42.114190725582866,,,,
193,2000-12-13 15:01:20+00:00,155.37573196316023,162.69899346580718,179.98729818062128,188.06711610868598,183.0864924933782,174.10768331882707,170.78888519966634,164.44878400725528,180.96341812876574,175.2201406215043,181.88433653279196,183.49099846466953,182.80833377184618,184.91832850486753,179.2884733815194,182.8779709962027,193.8343387933191,190.2790192480636,182.39256176837236,184.81205503919307,185.31777577248124,177.03603015055955,178.58976392677516,176.352468837954,171.85074661822048,168.07757331027253,168.03460386455538,168.07441359620503,165.34958279871427,161.85831367936095,162.08497198514397,161.46835139385954,177.18647130423312,164.5402551053792,147.1643392233637,148.249586104295,145.54207033588625,143.74710330326405,155.15902856618257,156.97899678191,,,,,,,,147.59124330680652,,,,116.51496621758031,,,,,,,97.96768359690023,86.21159970365571,87.9487202282622,74.65898319215066,59.76175811845843,52.346167367483304,57.98757125599083,,41.789649664475036,38.46336575520778,50.861745004041026,46.01281887806454,36.27520429571838,37.80409800504351,34.999926788624535,34.763819820634424,41.84996614374691
194,2001-01-30 15:01:27+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.82101317418528,163.87231739571874,158.27233246500305,159.06627591608725,,,137.27556376770536,,,,125.60030079409938,121.03142415039301,128.3515315478379,122.25263438720984,123.72922870362812,120.47322915662716,125.87464237619866,122.97571260499585,117.83965850220514,113.4939624230428,111.64728728406061,106.65936626260367,99.28394952508873,105.86573872188174,101.51397976691959,104.6763080699355,113.33820198712479,,,,,,,,,,,,,,,,,,,,,
195,2001-02-15 15:01:22+00:00,176.78776372689174,180.36679269714676,182.0194063872455,178.38074446322688,176.5733211038525,172.63395212241198,185.11489127884397,190.01770965203863,191.32670836001898,184.88317080611853,183.25688863463307,177.11822877127338,188.47211189524677,193.08504047968484,190.8333438240661,186.64486913465066,186.68792978550675,199.27589722877119,193.893212944379,188.22905765430505,196.56989707268735,193.01425319852018,187.72129691113093,185.43867404236403,177.62846061008594,166.60397718478504,173.4152505451078,170.59146958551867,165.5677474029704,165.364841359447,161.32482974816173,162.2161173736932,154.53345983080675,152.7433791324804,144.8209672495641,141.7034476528834,137.41492604556532,130.08492543339656,142.8393110827749,137.29706830636115,132.9165254130013,130.9350138244373,131.65771047417712,131.58535331927283,131.35468993730876,131.04208117627024,118.01399952765172,122.65603488715837,114.39358390269646,112.15468442510904,108.0766643467494,109.81936996295408,106.34511810578948,103.41072137291192,97.11811979878433,102.90245420825742,103.02084776376972,101.88349463738936,96.65563326652659,89.3986658147345,77.80862692455638,69.59694080026371,67.28228242926826,42.42299572154386,34.182525085049086,36.53186322678805,45.82266179074437,46.68485559543545,50.69475049091556,42.143686427740334,44.08995379831773,40.59227658207472,39.11389446931356,36.11184011392971,47.161012429846195
196,2001-02-22 15:07:30+00:00,198.82726836850418,211.33498059102828,200.88551303984823,192.8453662563016,195.5410202992432,195.28307968963014,201.04605319225166,209.26766582355035,202.43888274277185,203.3705843209069,208.25004341148025,200.1741483233225,202.75947390247856,209.6466482193296,204.43866018511665,205.5587358039384,200.50591852230372,210.42038280032634,216.42774710701022,209.85442238413083,212.14143652346493,204.44967714073607,203.2718970203002,193.1035130193083,194.56727761752524,181.7531240199477,188.04499232880747,181.56213236475185,175.57951408140343,174.7732364074642,175.4374446248338,168.9194773091936,165.95387315733348,164.53359120879924,156.6839292787022,158.09532884612,150.90515021134922,144.31429234983247,153.48847002258924,147.48175057205657,151.42104365885217,149.0196881069202,145.95771577482316,148.83240355169798,152.0160333509818,146.44899461322763,144.69095675956257,136.81854975441104,137.38192547941617,131.1351990122838,127.041927928736,127.53445189706916,124.67147256915376,119.85425639260768,113.47363537948115,123.70751261855628,124.42707465270556,124.53897872917244,111.62645432626726,108.33773207277255,99.15563020427548,85.17430596326113,87.52411942831583,70.02939432365001,56.567849673205515,58.066711611098,65.65099849121884,66.43291919043874,66.6056826758377,66.4883356804507,67.81083804779152,58.794328799061496,58.152371921554085,54.14642814348086,65.41257935368871
197,2001-03-03 15:01:17+00:00,,,,183.18900934055023,169.04007229907774,176.39499975665026,177.4564477499682,182.97627406822684,181.633278459437,179.1196496567168,181.92027965008648,188.5562999432305,187.5251933959902,192.75444197702154,188.58033603262112,183.96831534391907,191.51654781124347,190.11511503670914,,,,,,,,175.15074046828624,170.26066583836456,166.12394898914425,168.2484744428311,162.29601017108578,160.14363409784588,155.74244622055423,147.2400959560697,146.11885671135448,144.1969526819038,141.23247785539104,133.8944716702778,130.61900409710574,134.68651411769173,141.47702867862495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,2001-03-10 15:07:27+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.18022559954707,180.52201356851282,,,,,,,,,,,,,,,,,,,,,,,,,,61.59442375289867,,,,,,,,,
199,2001-03-18 14:57:16+00:00,,,,,,,,187.92843897478213,172.92964963942336,176.27355298806975,172.41501732009917,194.13432178823382,199.50493669115167,184.59843732753427,192.22641801606778,191.4209634104493,200.59353711546555,199.5060152667166,194.86348708700243,194.99685769292896,196.8973403658585,188.04526442044687,186.95909671218558,184.90279659406093,177.60083669827213,172.25409668066686,168.40753868824345,170.99875904514823,165.95571586463393,166.99333982775752,166.23479884614807,157.75759382730854,156.3889204248224,149.73613557054483,147.77265154486412,143.21564456780177,130.69230645347696,137.5351490295094,144.22147294099324,137.37243524327286,133.21787896622735,134.44008744605355,127.53558478344254,128.8362431870002,137.19365239355864,134.46091119483907,129.21388866635758,122.60640659215082,120.68662459295672,120.8480929993166,119.66550956916927,115.1502131847463,112.00354368594613,104.67039226181946,96.90597134979714,100.05108786203154,108.30531767132163,106.08933067502105,92.64877553580946,87.70886852267432,81.44475952339386,72.24872813086179,68.13151822925768,50.69111855228347,43.91640159379029,30.136388441546178,40.22255474362762,50.054033478710124,47.25899106465398,50.19520006828718,,,,,
200,2001-04-03 14:57:08+00:00,160.9374637913905,160.9932758498531,186.77025979265764,183.83377530678058,169.52440070273218,167.30562096282875,175.78431833354637,174.0349886660996,172.20196788780038,180.35943508591055,183.48989770659455,186.25776522348647,194.9543642336243,200.88593121397312,199.61693901742458,194.73764011896313,197.56555227012666,196.3194775999841,190.41859858400406,194.09444805519297,200.14140775038555,186.91112679445763,192.49068508399603,183.89328834418686,181.76554466868762,181.31167574146505,172.48277590475476,169.35712302054927,170.33404388173966,165.957361363976,168.38091974459041,161.3777321520218,148.6417191054681,148.75047542875848,139.74011122039775,141.06879306589462,132.4877727031179,144.12356734688547,135.55478649839662,129.4128116017497,134.25139633107062,133.1310295770785,132.12121963810569,128.36303237118614,135.0169046241702,129.25531406713802,121.90903087989699,121.05986000847224,120.12163460366946,117.83953004670548,113.61735977755775,113.65609558297659,100.08298934118748,96.83286302679346,107.3823955150798,106.08100258710068,95.59857753454713,96.51553311142072,103.11223827690449,86.76861070235543,83.12099592000494,77.18544845410698,55.37365325625209,38.881231767478056,31.15045944157474,22.59119577776249,45.49467615393595,54.77314697904964,47.56194626866815,56.6467469218623,47.71890772551649,35.43852332431586,39.47267740247185,50.88698928456922,54.328935468359376
201,2001-04-04 15:00:59+00:00,166.04092395582202,180.3477728015398,198.17217823636992,188.14809258067123,179.62915986625575,168.61737509740783,178.20008882163427,178.90348789762325,170.93607553082353,182.77511078500055,185.0368389495756,196.39281326760073,199.10709164705136,205.4018217163959,203.67604179821626,196.77105909943154,195.83421812285974,201.56269818336818,194.262769625415,197.11029635751356,201.99479134574503,192.513662206221,196.56059996422368,191.40248714967473,186.96461816352485,182.24913582928886,173.9990595173171,170.3811259824754,170.7014021136561,170.52660658210527,170.25035089861584,167.3884113987713,152.14531453269188,154.9231975970569,146.01597061258974,148.115889535884,143.8881580738867,152.85803784606787,136.7194722460522,125.20608444861487,131.79987860734659,132.36939300361425,128.11824826552277,126.30966947033137,136.0693059872968,132.55406945062958,126.93169207889858,123.71227872324872,121.44671271391607,119.79141521880834,116.72045006580544,110.00997808838937,101.28719098041321,100.970499829462,105.41983960926005,109.05110142217796,99.2676162701944,96.27788449339793,107.11630443174292,91.5799441590919,82.18721090187927,75.68955676605088,57.08990919948205,38.25464420085787,33.35327573308654,28.239002931940114,50.94634783521889,53.62320288208123,42.75881915870867,57.554913155315056,55.87086904997669,42.45788975188878,43.491489393711305,51.60493441710093,54.173775300479235
202,2001-04-11 15:07:14+00:00,160.45052670184188,149.64388378178148,175.21392955833596,173.72249557267733,167.87481747389992,163.02808396206882,172.46859696392,172.38242105452815,171.98438571154395,179.56982913992087,175.4811004940834,185.18389675258217,189.0465549389955,190.88890306622824,186.4678533189973,184.71025122357133,187.74437566874255,192.19586364434986,193.3546742975771,189.80735035679078,193.96462423134327,180.46619742730945,186.7156248144705,177.2165480094545,178.3332822379469,166.57920343106596,169.20915992753262,161.25514530609115,163.14670423140493,160.5189709788379,153.6435710002083,160.00380379896268,149.28576005583568,143.07308894182054,137.16978057656695,131.13227740160264,121.5177503480002,132.52624418362694,127.0217857047872,113.3946967648586,130.3503016677641,129.19740663019036,121.97649404662701,122.42877376813645,127.177235450991,128.19438559009515,116.45259114952194,116.2329281183378,114.7337843608474,111.8766288447082,106.37693368920749,102.21066382683088,92.67787829167045,89.20504232190521,87.20378830054406,96.35236958773388,88.05775229931137,89.51090989964675,94.75603959867101,74.49592265711584,72.70968905572775,67.8304734766762,46.02115041056753,27.22922442463441,14.5793854116678,17.184129750153225,42.835690854242756,42.54456701666416,37.34162068723596,49.211061474427574,39.85721297454476,35.49050001640654,34.190417269307915,40.06233750543703,43.35978513985654
203,2001-04-12 14:50:49+00:00,144.0322899481053,143.16963069555408,167.86858558235394,165.60743108628355,161.08074592712123,155.40450549721103,164.36442203382293,161.5292534295316,157.24925956644287,163.67578469081988,173.19846449675026,179.95947924948916,179.11178479651733,183.60913941947524,179.7302172384713,174.08753507772127,176.10096327139502,177.6412706925077,179.46087528719812,174.9924125031358,182.58400283504503,168.60850964216064,177.28528958008167,170.53563654819268,168.0893978136124,155.38593126518,158.809925307209,146.4453305031997,147.38219612990451,142.06880757233122,148.17354200610052,146.56796203627238,139.2161132479299,133.06642513568005,127.70784055234097,129.965942823057,111.54424218997312,124.02355471677413,118.29648943745175,102.30948346386711,120.7317297230797,117.58100698660235,109.90685780184127,109.45365258141496,122.17676803041203,121.5048712952595,108.72154680990155,109.60568351441876,103.39337842886894,103.62250594102468,99.44132774968708,97.50719015098122,83.13876139088745,85.67593591847839,83.36689518554756,89.94461725412563,80.37118739480326,85.70789288276146,83.0262141980445,67.26721134445201,62.69059164338627,59.675512271495016,39.52806772510135,22.74413689582268,4.072461727079758,8.808131711905126,35.31790137311552,28.072075434834197,29.156333439721436,43.795106935096584,32.08957790409578,23.386388800231042,25.839265213602964,29.721595091985296,35.88945749617352
204,2001-04-28 14:51:06+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.73679335519614,150.36742446484072,133.64627760925373,131.9331389737356,138.74330174341307,151.36990858468818,135.78884706196945,106.40029018318029,109.23774634448424,120.61513703324272,135.72477100752042,122.14285611016136,108.33289045024547,89.60910048550573,103.91222512070625,88.41902148936288,96.61583449990849,100.17204499860793,88.96387065491147,86.94830841995878,,80.6268387531926,80.08945179785722,83.39699286122328,74.81790086554808,70.08279329593724,73.46478093511857,79.86330001226301,,,,,,,,,,,,,,,21.579049305864523,9.356514861517091,3.6061703042833138,,
205,2001-05-22 15:00:47+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.65937907514495,,50.271728486140574,,,,,,,,,,,,
206,2001-06-15 14:51:17+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,2001-06-23 15:00:21+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,2001-07-09 15:00:19+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,2001-07-17 14:51:19+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,2001-07-25 15:00:11+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.83464062794496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,2001-08-18 14:51:14+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,2001-10-05 14:50:52+00:00,129.60905334786318,145.71613041350867,169.01085996761776,171.23864627883478,163.8249304914961,163.27268748668402,174.61102200822842,171.8115468156272,169.79159985807394,157.58319366739482,170.84167935533253,179.4657549936418,181.65157248047353,173.41598474585976,178.62772640804423,173.5498669585859,173.1388627975068,183.7787562937947,182.48133339819762,189.44514226636687,192.17857305263897,187.95637709618163,187.5683307599175,186.94204643131422,188.0889736038108,182.38263257184352,184.7092627284531,181.0410455764595,180.21583007058734,180.11270420184502,176.0924875417829,169.09412467277258,154.50951502453202,148.2078298167236,143.35891572943638,136.19995140020967,130.05566254192985,125.97016978081442,126.86458888916805,125.88981447020734,121.80441717015144,115.0910325552154,117.47033852321108,120.6038644759582,116.81161470085169,119.21685526044308,108.71059787153516,103.97539389395033,101.7006669576862,96.75166570334765,94.76554192407683,95.28692068337693,93.18938589700252,89.0626984475353,83.30969472750542,85.88544492827022,89.82174303281153,88.42405844835957,83.81307408325706,79.97086992937665,,,,40.90440042836483,38.15292837758705,36.61757615699635,35.122138251965566,38.27365195656945,44.5463442002328,44.17922022423489,45.95343546855217,44.5543903761715,41.26690116287196,40.87202365655451,45.97975935244568
213,2001-10-29 14:59:14+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,2001-11-22 14:50:29+00:00,146.73996294872623,158.10765153598607,187.17640039201314,187.39735535483777,168.92086029364017,155.5892805813457,164.07993987280244,165.45454599817344,143.0884088502223,161.0789859522469,168.59565418555826,173.2259457831523,192.05803619947835,192.23421434881283,183.75747787574204,182.48174393658022,179.94194432811702,196.6005876794306,190.81318162487716,192.4819050880048,189.77060417655002,190.3042259857105,186.47805872592636,192.51327950125898,200.58382596580913,194.49928545014086,193.96397737874616,189.207924093669,187.1719362339245,182.48466123596506,174.84914971655618,161.51509486905894,160.29036224355036,154.49057493075154,149.2658810442682,144.7009528904499,141.88274774893893,129.9122899150213,136.33747185131188,129.02972978864335,125.8070906334795,126.61794977627466,113.13431826398184,120.41480392833604,131.23174896573,123.00979554976036,115.68627584507072,113.28953526283378,107.925357297697,105.87921339388603,100.24709921473038,99.83595917211267,101.77932490213527,98.90597290986243,90.8593950052537,90.30811732904485,91.17346010477041,94.81084612039245,93.22902172816839,86.04183049510496,78.75923939122593,68.93131006152188,64.15063834425044,35.66928500705481,36.66526546777171,53.200464624386825,59.1098167268262,55.09288959439965,61.368038838513606,56.14942551579336,52.39109665179399,59.2717620034402,54.12616657955887,54.2317310302133,63.99728610766808
215,2001-12-23 15:05:49+00:00,191.5588961799996,206.90667906166226,200.71126583502638,189.01060829410753,194.97963377229212,183.20904955264567,181.88906181674787,202.41599501815952,183.91888397769108,174.82413385258064,184.5719882508164,175.3599979011632,212.32720380428722,223.70617192244754,199.89925561551559,188.48109063177185,210.19200160650246,198.1300673608265,203.50396308111388,219.58360331038938,200.59545651086304,201.67494474532066,201.88503829010546,209.94741296447478,219.1134252865315,207.21924825510226,207.16397517653843,205.39229786223436,195.5011439696595,201.416237146505,188.6785741421177,183.92418226216887,176.71058305253143,166.4514305373202,172.72649389858924,167.7937810735349,157.94963153508706,154.52057947682025,141.57303994836786,153.82008885937051,148.42815343051973,136.7704589132018,144.90493050736893,131.2215444200425,137.47452388914985,145.13463833406854,137.63231794875435,131.83276029127177,127.07230585444464,130.25698796002428,125.03135456147609,118.21352682872617,122.19015377039918,121.32452504876672,114.99382166020354,118.8513664944477,119.52875255714648,116.26832026974317,107.54370844156718,107.29056676304265,93.86722587165039,86.71010317293776,87.51679254319636,58.17762092907264,56.88222957719046,67.34736956403333,77.12066176772527,,,,,,,,
216,2002-01-08 15:05:52+00:00,,,,,,,,,,,,,,,,,162.51382710791142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,2002-01-09 14:50:00+00:00,188.89973889792935,201.71555773634577,196.3139111572057,192.24914539184073,183.79880088116747,166.97091472250867,178.14244873799595,185.71640017744787,173.33789276603343,174.64142552151853,169.97711550470598,175.66618307405264,188.2022878996616,195.41280723690352,194.33935499423933,183.67103168167293,189.09062641955686,187.88662762231087,195.3012140277481,198.55911733803623,193.9884927170071,197.39573477948545,204.3366373667559,196.6612504564789,199.79781926251533,200.65679971255105,191.94574896068792,189.38784483947222,182.69870157939218,181.248536106164,183.05023744494102,168.22735811634428,166.18589120588518,160.65038811126323,154.60972440669684,152.50729435545787,147.51568085076465,142.2775381694815,137.0145988479944,138.24115461047194,133.23248762665534,134.30049055967015,134.22856354895532,125.70749740706538,135.8103489949097,130.02510706388742,126.77342391190888,122.29052799304432,119.28610608856678,126.46404115803855,117.52692372403601,110.58675201860598,120.6124337854726,125.11430542924361,120.4394393329591,117.8136585921319,113.87075052998023,110.76509012609021,101.42382643097727,98.97531391556845,89.2031567038923,80.72482556004678,67.41146522617835,51.952541489101534,53.83645588995222,58.43990701060808,69.39271390171888,70.40984374096377,74.31523290390473,74.94946517484522,67.03921911241893,63.74875711591445,69.33248744359348,72.12399889431023,77.06666789725892
218,2002-01-17 14:59:45+00:00,176.20298890194226,176.5965342921456,182.95235291572965,188.13762294187325,169.2746068225855,169.41092571067645,185.65033939081437,181.41139269144912,171.71291479100574,172.9934035027279,174.49855083311334,177.0222357821827,187.24861589024306,180.37559698443562,177.4346147934107,176.49519958051252,184.71092278263387,193.35637301203005,187.38211748818242,186.39377281040194,188.47448704950483,188.43206805365045,188.12953641545607,191.49117327611907,193.83397238987638,193.35046100836303,191.2836094873245,181.79815340875314,178.18981081924903,169.6935449448182,168.7244955941277,158.35884924504143,153.46061380649732,147.08541713308148,147.78323479951598,145.33360820909454,137.26189695056095,137.14747876195293,134.5560137469672,130.92695764033977,125.86049839414426,121.45473846911815,122.55445389685707,121.67942535799017,123.23681594381966,128.71350690412123,124.65519394594787,117.86395208288859,110.40698618208829,111.20467404882054,112.07316352644477,114.04581409665667,109.21800514952572,100.65046091278002,101.14198207031777,101.00620110380044,101.050474588528,104.80329238237312,99.04133458166586,89.94376437969994,82.52720009973376,73.3836378814637,65.41447437309206,46.60677033620129,42.617812623618036,43.57221972944677,49.70919577104622,55.10263565255788,62.13069001675841,60.72146363250549,56.291002355800124,54.81358250359919,61.52898125784768,65.3529666308867,78.67538964038476
219,2002-02-02 14:59:47+00:00,174.93170514148784,160.89811610849125,189.8533979254117,176.57963592711098,167.0040937822978,183.3491999912187,184.98811291121368,173.37200342318428,183.70017238013082,191.0058151330152,182.80069857179058,188.75735764757104,189.87384451709897,179.7101796226841,178.33603297516612,182.49276300986668,194.94739429606238,195.7921035374685,193.2120254743509,197.79585223860505,195.4655911941909,193.88088863072005,193.51609413018022,190.17988685361655,195.03682916109665,196.11611433594055,187.75471661481862,185.42152591690973,187.00873492114025,180.57009203308536,176.97474708054187,168.7652751351816,164.15872268432986,156.29546954829658,150.281329056473,141.84878493485655,136.61657300508958,137.76677714905188,140.00009421419858,134.0896096126453,132.36314900398744,131.89280486460518,134.9984567480127,130.99030134880633,135.89425738310712,132.1542074457417,132.32432951103033,125.77644052693725,120.00885917728178,122.20577474167408,124.07619818500162,126.60662513513097,124.54415954033908,116.79086049792444,115.70344387776467,114.10780094613988,107.72862870861097,107.79970259525433,99.71250923612766,88.6798632918809,83.2147614223083,75.39868448862855,75.25032240320644,48.48484065571638,40.110147490357804,48.79562968941559,56.570250403600085,64.92034310732274,67.44335529467497,59.34901297729107,55.50066354785125,56.96038809178121,62.46822131796826,62.27991020490913,75.1806971114761
