,dates,jap0023-0000,jap0023-0001,jap0023-0002,jap0023-0003,jap0023-0004,jap0023-0005,jap0023-0006,jap0023-0007,jap0023-0008,jap0023-0009,jap0023-0010,jap0023-0011,jap0023-0012,jap0023-0013,jap0023-0014,jap0023-0015,jap0023-0016,jap0023-0017,jap0023-0018,jap0023-0019,jap0023-0020,jap0023-0021,jap0023-0022,jap0023-0023,jap0023-0024,jap0023-0025,jap0023-0026,jap0023-0027,jap0023-0028,jap0023-0029,jap0023-0030,jap0023-0031,jap0023-0032,jap0023-0033,jap0023-0034,jap0023-0035,jap0023-0036,jap0023-0037,jap0023-0038,jap0023-0039,jap0023-0040,jap0023-0041,jap0023-0042,jap0023-0043,jap0023-0044,jap0023-0045,jap0023-0046,jap0023-0047,jap0023-0048,jap0023-0049,jap0023-0050,jap0023-0051,jap0023-0052,jap0023-0053,jap0023-0054,jap0023-0055,jap0023-0056,jap0023-0057,jap0023-0058,jap0023-0059,jap0023-0060,jap0023-0061,jap0023-0062,jap0023-0063,jap0023-0064,jap0023-0065,jap0023-0066,jap0023-0067,jap0023-0068,jap0023-0069,jap0023-0070,jap0023-0071,jap0023-0072,jap0023-0073,jap0023-0074,jap0023-0075,jap0023-0076,jap0023-0077,jap0023-0078,jap0023-0079,jap0023-0080,jap0023-0081,jap0023-0082,jap0023-0083,jap0023-0084,jap0023-0085,jap0023-0086,jap0023-0087,jap0023-0088,jap0023-0089,jap0023-0090,jap0023-0091,jap0023-0092,jap0023-0093,jap0023-0094,jap0023-0095,jap0023-0096,jap0023-0097,jap0023-0098,jap0023-0099,jap0023-0100
58,2001-08-10 00:35:12+00:00,135.56484138186642,133.85770309886237,141.51982998332264,132.99448774450724,130.52395075554213,122.20667372084968,123.10245176834873,120.19908080474308,128.20588300518233,121.85360301362077,126.54205166196726,125.3829797498795,133.12222469578862,125.26684540934367,125.65658225374537,119.97507001541246,115.02294270545444,115.41179078188642,114.33467803276685,121.40373785307474,124.49999110830228,128.30322689056163,126.27408619062601,121.85211865793286,120.11506201863335,114.38458924881127,108.80279058552621,106.15438169536941,105.18227449585088,104.57211590831685,104.12218830789634,106.12113400232592,107.55249067220319,110.61768523359869,109.4906382881368,110.96256030185408,106.93562212248813,108.38601489152921,109.62912716167358,113.07432687646035,114.02967587556742,114.36413707321415,115.39613355277854,115.6382918061483,120.58352607224376,120.8128243562418,123.56250815917699,124.02653852567543,125.49701683938201,131.93470936591217,132.21526937280973,133.8130706990743,140.49073283383626,138.29910204010451,134.82536128298304,137.2235177341576,135.48277499202257,135.07640530280491,136.8704818883225,134.56724551086864,130.35845308238282,123.65880585201784,117.73459284346751,116.32161427681905,106.96261490358054,101.52337674420701,103.18328991487152,106.75929608539109,110.57107812561725,113.25810624540671,119.93475544234808,117.12731013823753,116.57436630902475,116.73066414935755,118.44811656485459,119.52166547646297,125.4811211884116,134.55860963300293,132.50723385183812,131.89077686569973,133.24862845071542,136.25020742426216,133.4862438896415,131.91887908594995,125.84342086338785,125.38711555276352,125.74511390857597,131.16813920487536,135.76836759705384,141.39040470677543,145.80273246101825,145.58736903410573,138.40946296532235,126.8843868432829,119.38813576426337,113.44692660088664,110.76344883128519,106.54321560238068,103.30597994378454,110.563387730992,110.77534171022727
59,2001-08-18 00:43:43+00:00,144.99475467957902,147.5505729013218,150.2726272443355,144.89136443749805,140.00629824586008,134.11614196900967,134.88009068632107,136.33907613574357,135.05976771073,129.75149636223597,134.33128471397876,132.81295162677654,137.7590375536576,136.5613007563332,134.44339357726577,128.08495436113876,124.38230367891065,125.69022677369307,123.33968899909176,126.11068318700259,129.03488153893176,136.68535364628227,132.31724394590526,125.24524947504709,123.62916881272609,118.54896094056645,117.52442244072196,113.7659516467069,112.28340177057986,111.77884092442052,111.12961732600516,113.82140784009366,116.85613321074663,121.97162186834079,116.9958967736911,118.54450520467334,115.2810660768949,119.5599756770744,119.72022267769944,123.28209674914191,124.67052244697456,122.94770728384583,126.14707727913225,125.00629107450507,123.25726505118641,126.41490130799946,127.68067785729596,130.29306894587796,132.18637653374697,136.4115399436726,137.58329466451835,136.485455811638,143.83492890741104,144.37747404976108,142.55460407547088,144.9316436570959,145.13361260633917,144.6465140726674,144.47770798761425,140.4427945795782,137.30945041412306,130.96287476587872,127.1601087161371,118.65691766684036,110.48712824710765,108.89230588159197,111.45933962400704,111.59087044015688,117.154457978341,118.51112056747753,127.37295576763556,123.23070759516187,120.91217321836442,119.38366411568327,121.28901562205044,127.55209422685823,130.16491282816875,141.32947461698225,138.687567222248,137.7262219954887,140.85993908037628,138.3233631840245,131.2947887423362,132.4169742208707,127.88460281319487,127.17007027458605,132.10955242979196,132.35653542261363,138.75743929592267,146.26941573867026,149.17161677480772,147.767551346239,142.89734875220154,131.97582452885706,126.22555702849988,120.62342332452334,115.31696984241775,112.87186555027851,110.78510855106538,113.8781366520335,119.56798700356376
60,2001-09-26 00:49:31+00:00,140.95825998830975,140.4045217927849,142.78252367429917,143.00273265833798,139.87338063546966,131.34598701930636,133.82605597901258,133.27237355051827,123.42427892315554,125.71037202792105,128.02515418610875,126.01263667097284,125.41490176349711,132.33832937425115,123.40731949726457,124.37836692991914,122.7408981388169,119.80785134396507,118.76892384821315,122.77715205332593,123.1032380866876,132.40143983960138,126.95252099958576,121.81489814777305,118.8740330047024,114.5561429115548,113.47390448369508,111.40862813691646,110.99620291854477,105.64465045631367,105.26299746740605,107.08770307478599,113.09922431765445,115.17368838464517,111.28598396622891,112.78807264754349,112.48191150430443,108.36595944190893,112.8698244621374,114.87536420184134,114.88410339779279,113.62151709549542,116.40381438334839,115.05520354183255,121.09676794017858,121.01571553312218,124.18604394807477,124.05260010740845,126.46854138392257,132.25421527408744,136.1457048549242,135.2813728102262,139.3116582832242,139.20715638896084,139.27948857498157,135.752615912431,130.61950221160515,137.31719501819077,141.76857321187413,139.65764693718575,128.10103749687795,124.4826308434803,117.38834316691444,113.5216473841594,107.54735303550157,105.91770935218663,104.54465581410298,105.24184138476609,111.56096916124477,115.16157324402506,117.5183297092372,113.72660309295347,113.85701760211325,113.27644816791631,115.46099216258972,118.07169182104504,124.18456543006488,130.02534302293992,132.74763906543413,132.30965488144568,133.00272401759037,132.8026168641048,128.49643683578154,124.34278976321772,119.05996995985211,121.12038942219252,129.87770110013216,128.43448492518348,133.8236319038071,141.9693661558795,147.2927772962302,144.4260488270385,135.06643677408468,128.79288475564144,120.94770381733153,118.81962404667128,110.41796990853965,107.73900403162138,101.85217212744581,111.19971675497632,108.65408261385694
61,2001-10-21 00:43:12+00:00,143.07505714273827,142.46981234181607,150.24242093908262,147.24359543055766,142.70769102376408,135.3003300799207,135.23613265673723,141.20481816726192,133.19741616446782,132.2173887159183,129.71547547978182,131.60320800015074,138.39167149089738,142.59149462352062,138.45295260889463,133.29811408190537,131.42969149926,129.6218963881936,132.1723957915745,128.47057817637653,135.3300631603671,138.54864825019743,138.25726230862134,129.77231399154056,129.89413984935302,129.54915583757608,118.26586485221253,121.36108017560838,121.84093757117691,118.11396518617427,118.86627921219878,117.12707497096898,120.9452569666752,126.66203956221558,118.3753879098694,123.12438438645663,119.96034592451244,122.43742541094196,123.98822644854776,126.58306903514523,123.51761004107573,126.5964249922846,127.54045994357969,129.68240305631312,131.65384722225903,130.96795636444293,129.22985211989752,130.1990018632493,134.69142552018744,142.18835621743602,140.20240658982428,141.01750453623237,149.17801915919756,148.1260727823401,148.53950028599667,145.0178679877876,146.46992131441525,146.9138408782125,147.88199683260657,150.99017505904303,137.2700720675642,132.33686546486314,126.0777378251573,124.38744528212997,116.2250485935948,112.60117239995303,116.52903407825684,111.41547144298445,118.17797477827312,119.07078400932338,121.6227972187549,119.27014867829904,117.80940828359296,117.3630399418753,121.71620981438834,123.7241092934795,129.2010236509388,144.25333740672744,143.4428965793057,144.84677383134965,138.7742564706086,141.42577341792588,136.34440397303328,133.5822039153723,132.41429414374306,130.4077891180763,130.0957560842773,131.72230507111104,138.43867413147694,144.97332530244512,149.09660613130518,147.31793025983043,140.65999976747287,134.79568134280615,127.1808929241543,119.48815063202096,112.27818784934779,113.58830273070066,111.69358495177319,114.04373299638152,120.08594715931874
62,2001-10-28 00:49:22+00:00,141.165963954436,142.08701666536655,151.2093496857512,145.15518458165963,140.8228316190022,130.26589373907925,131.06364983513967,131.39962935099425,130.9401551274049,125.69505657068532,131.44498865724927,128.8832369784372,134.2946352440366,135.86216630657154,134.11972665615832,131.37522412218362,128.76624032962644,124.3487603118547,127.5459788936576,126.82759421207868,132.85992975886808,136.07910405677643,138.40159961435177,125.04006279723856,123.2319006521226,123.21423773662832,116.45448439489954,118.13388291250459,114.49123803946496,116.82982202250638,112.30428956510542,115.58027950974292,117.62517627894526,123.63131023729284,116.8019975722115,118.57919474133317,113.49555708633167,114.60125111544536,114.60207073576623,115.09254159970098,117.11020716903428,119.6044342128466,122.77794722204595,121.50328385871856,126.13750692550572,125.7820817221722,128.90600388531217,129.02409697037905,132.4579650191889,139.55457047139836,137.02743171838452,137.45924301866927,139.4842656564549,141.795523029502,137.3652304907263,136.68200137304999,137.8606563255624,143.35779771968993,139.96807828998317,140.05026493432786,130.87916686458885,126.7319690427773,123.65235547076934,116.22005574444482,108.14117695082834,106.71978410450308,109.49797615720497,110.21402148269704,113.65708710898667,115.37374397207124,118.79547432844947,116.7722947899216,116.35761402856389,113.45776852015626,118.06647469961712,118.98764656981683,122.02948577720824,131.86407481750572,131.6575843236326,132.71927366400308,134.87575502800308,134.33627392373205,130.88900063910668,127.29660818359531,123.88161031656996,127.64972807522304,131.34011775886455,133.5002876632251,136.70334015517943,146.175139855317,148.05019945616488,146.36447552157279,139.12459953400398,127.15199097573536,123.53314377211399,115.5293399970492,112.1462666255361,108.00062818430686,102.70517471944802,109.82691974283676,115.08201280138044
63,2002-02-01 00:49:53+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2002-02-17 00:49:56+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,2002-02-26 00:43:50+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,2002-04-06 00:49:52+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.09747074126307,95.89288440933535,98.91947665216505,101.90241654435971,109.83718234667575,107.69758337995103,109.03503760418687,118.57147632254106,116.89915484044865,118.97461159691903,120.56904437002086,118.3315848295334,122.48821055615987,126.65246205294994,,120.09113332133418,,,,82.27358118125053,88.03868986406883,98.9690869655279,97.7217669039629,106.29249064959882,105.27132043805967,111.3379567709112,112.00221088459011,111.60756310427475,108.90705505526206,115.0458397693217,117.26105379555595,119.77617080630844,125.74085146716965,121.36489421411295,123.56580569006785,,121.19428585215806,121.46302395002618,123.72118870191397,,,,,,,,,,,,,,,,,
67,2002-05-17 00:43:36+00:00,139.1431720370424,147.4823891387399,150.0692824738926,144.2236889547964,143.00353085515127,133.74611303534516,135.9686654350991,132.7337464769356,133.94499790204162,129.03314755170652,130.7562079825424,129.5199678340715,135.23887913993207,137.92824964954275,137.69102085897137,131.51500237320136,127.7608675943318,126.16900605047691,128.6501185794221,127.49195738125525,125.34108274519656,135.97618887690052,134.76020021309,125.67729799026696,127.50616766215896,124.955368957616,116.79508932075481,120.50514356901937,114.02200758042405,114.57798441933475,111.81984482873597,115.79620592690908,118.89444069507174,125.31855381111636,117.60930060882356,117.00822640350846,115.54828359206624,115.08842844899834,116.30345478346042,118.00358230669062,118.4529191079429,119.44102121327839,127.09659170806879,124.08979708425204,127.30377506349342,127.80907528135282,127.23308691291307,121.59690707671542,131.80692662843074,136.12187752668268,135.2445926175678,134.2228299725812,139.78689878633526,141.50866331556927,143.91427628646346,144.81797161169018,139.9703014928108,140.05969861450782,140.37613811099584,137.75450223495918,136.17888595637618,126.01700492963613,123.83190449500208,112.25862331757972,103.5430290163987,105.56590373580315,108.19280693445123,110.39206057449596,114.76483334577405,115.82962472413126,118.729005863634,120.11956071628427,122.82754290255349,116.83064188333312,122.26385623494139,122.10772533949213,126.47418072874177,136.02858847026818,134.47959667450533,135.24741118386066,137.45555070828536,133.52211577807623,130.35306768789974,125.29071392853803,126.81788894013344,129.23412954235974,132.84294366704773,132.99679497687623,138.2227430801284,147.58749254892882,148.7887893208519,147.4259665906708,141.61300836102166,130.9134531198037,124.39737555648925,113.96777213620919,111.57009514519258,108.30463553502341,101.94145898897261,111.0246358963837,114.90745614831843
68,2003-02-20 00:49:45+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,2003-03-24 00:49:43+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,2003-04-25 00:49:49+00:00,136.66000560109214,141.53131624493827,150.5964798435076,145.81357532260517,141.97697157555274,132.13275500791678,133.11395401038595,124.95277234581081,128.6553646815781,121.58065766770582,,117.90632349002811,98.65273017218752,108.88466098216678,104.10469675694547,,,,96.52939794067575,100.76604145921507,110.19855740570242,,,,,,,,,,,,,,,,,,,,,,,,93.57881392441715,95.39309826199728,99.2229271590657,102.30791495471502,106.5348712598298,111.15442040019813,110.16055978796433,112.5876453561873,117.39051356471876,112.8998117818294,115.58001583201172,115.98910410595808,114.04221756074855,125.00917067758805,122.36139193308645,,112.71298001454863,,,,87.36073502680951,83.78560078740546,,96.6680898626129,103.9791989855969,106.17327608548062,104.51529492304138,104.79925767619596,106.12586754335157,102.47078518642255,114.05566274070166,117.52575068312075,120.30761817476477,125.13357320587811,128.517251820923,130.13174614110582,129.10683216338936,125.57245669297701,123.33087308665678,122.96275903196724,119.36739034373062,116.24173725318366,116.60476953887694,126.55965497586658,132.81136004453785,135.09067504337165,140.69104297163,142.30472223673308,128.74332631045183,125.47618088816067,118.95197069761633,117.30166078195492,112.4360575930244,102.88142149718476,,,
71,2003-07-23 00:43:25+00:00,140.9347701265639,139.9813436079285,152.84599323335763,137.66945311024858,126.39980571742325,121.80674509934235,115.71011932419384,127.36180437817663,121.3143304732792,127.29073106414853,124.04162985131329,128.0675882372255,128.76867166584358,132.89354457098858,131.14729535346635,128.70164816183657,122.42311403975356,117.84211620340888,126.89224192373953,125.63019268018881,128.03860992784172,135.85298040798224,129.05140716531793,123.84470211363353,125.34387834755726,116.3189292812848,112.54477043573607,112.94933495222394,109.75724014986888,105.31430799426897,,,,,,,,,,112.75279537780241,113.77254621725363,118.91427068251913,120.78585319067797,120.51282496807286,123.10176464309544,124.43539128683622,123.98493849242772,121.08980748227543,127.23696275336636,128.94991573520667,132.71404518491545,135.30349077343777,,,,,,,,,124.9719942593706,116.66693819225259,111.88724650583724,106.02807714036146,104.84147687309442,103.44285813885291,104.44033205482316,108.89658470734031,110.82747787618783,109.7153043083512,113.14884133184746,107.97938383129636,110.2214696413909,107.32801167878533,,,,,,,,,127.98044467305873,124.9875614144376,120.4744346287739,120.96505652302794,128.66342258495206,129.7931009872999,136.22448532564636,137.96138398353267,143.18929091842529,,,,,,,,96.83726901868806,103.62892953391132,115.18643046150166
72,2003-10-18 00:49:18+00:00,,,,,,,,,,,,,,,,,115.96917856327084,121.50830359150369,124.31594494540536,126.9558333942518,131.49384314927354,135.1591161975194,130.91444077557418,125.49547908891367,122.96805287684532,118.25270624615496,113.73308705238651,116.12287999834324,111.11353862643838,107.12735769153639,108.26673851763962,109.75328538046513,112.51222398820192,121.07040066566125,115.12714327121363,112.33041851613416,110.87587538909523,,,,,,117.7203833984766,119.36187664965993,122.88013488463591,124.82134380534026,122.7806804182922,123.51108957663595,125.11990011321689,127.2564907548453,134.46578872310857,135.59238223774295,134.85202452283534,136.2917881864892,136.9920229922597,134.72302765701716,134.53055231474463,,,,,,,,101.60788462931134,103.53103509213534,102.90716044936843,105.49986072848085,110.83247460862917,112.61320648233577,116.62628147600255,113.84608518017035,111.76564272279566,112.27889296219116,113.56327309094412,113.557636074116,123.35805093120521,128.68026371763497,125.93401156102856,,,,,117.75336270634895,115.88221461712916,121.13950735483222,122.42898276287565,127.29197667195372,132.27304217231585,133.9986141719686,139.40576107341224,136.70318253070292,131.12928870589434,121.28158063420872,117.80373287875989,,,,,106.00960234379168,111.80770818640576
73,2003-11-28 00:43:34+00:00,149.77574418344477,149.6277992889502,155.9875236366976,159.52707919911916,,,,,,,,,,,,,,,,,,,,,,,,,,,109.52450541817913,117.99589977208336,119.47368295932088,122.0081508627179,115.78383580683065,116.58182406242277,101.06292701913867,,,,,129.53462164867554,131.4421953568113,,,,,,,,,,136.86132777391265,140.48430392903117,142.04482470284086,144.23269984124425,143.9393406848189,140.66043900269062,142.33022226565436,140.85117107556994,133.96094344957083,118.90125464322209,119.5445265453843,116.0865781515813,107.68564066102388,109.35393696159764,,,,,,,,,,117.75415854258807,128.46840449720617,134.82496748547226,131.76808579995597,134.5254380308014,135.66197846283717,133.5664427771398,129.46524111076843,124.6513659235745,128.15030846614215,,,,,,,,137.0501592920342,130.2598256266799,122.11370451095426,114.97413160557068,109.60633373161593,106.38046004643502,103.48918459537472,108.01993447923351,116.58824372287623
74,2003-12-14 00:43:40+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,2004-01-06 00:49:59+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,2004-03-10 00:50:18+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,2004-03-19 00:44:10+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,2004-04-11 00:50:17+00:00,,,,,,,,,,,,,,,,,,,,97.99746980010619,95.51404841867513,,,,,,,,,,,,,,,,,,,,,,,,,73.46138149367616,93.39273120824207,99.42442876237152,99.59363490851251,105.61904164288228,107.45240711053773,108.1874264032878,113.36535499346246,107.363806199657,108.16703773162914,99.26312354120276,104.07051136843731,,,,,,,,,,,101.10790851544178,109.06726446412975,110.04097300330062,118.73566451031806,112.00181078612235,106.37995876521721,109.96387626421517,111.51546014947051,115.92880905447736,123.51317529251372,129.52960870901114,128.07632930868178,127.55317074509324,,,,,,,118.92032659931543,123.90297460961949,132.11896818035618,132.65165692280252,,132.00525045293486,135.0798086651428,121.22024614118527,115.51823507882796,111.23031548768944,,,,,
79,2004-05-05 00:41:19+00:00,127.24868031248045,126.11137117789946,131.15278406939933,132.45919373385348,122.9220770685485,124.42467132457399,114.3412473509617,120.06240327003505,116.12821988851883,117.16665890107842,118.62299257590048,122.45905995416439,124.66870332344334,129.32786797282,125.60027566415849,126.3564422603413,121.91328926148059,118.88168272456872,117.53803367607749,125.19274495509711,124.99752042757495,132.92473130309384,105.87454752029575,111.08399702736565,,,94.85271389611464,105.16315998112948,102.67096509727816,101.90693032907043,105.98915404743981,104.40921855735178,108.02414345397852,116.25423902712208,90.37466372472016,88.23096777389974,91.71186781794162,92.34016002149095,,95.80431807358691,94.86847534334787,110.50510123226927,107.170992480204,103.43284995804278,99.41597063022087,93.23085917149868,98.53801675784582,104.20975602034015,99.55379435910324,103.98750898838071,108.10701541668855,114.47366939240025,121.81377982398928,121.19836878355267,115.62962093001526,126.15320807951079,119.68205925881367,122.31650558220377,136.01761978490725,131.59943366698965,119.86442742492123,107.18960970563685,97.72182795562935,104.1110056550652,95.75149166742852,93.04637297095266,95.55675845845576,94.35766739058565,96.42560602322078,100.04661889415152,109.40954397443724,102.22110259408376,97.7614360120461,98.70750498600503,103.58145630706915,105.10910666609584,111.18032753774457,121.89654754467398,119.49958494714785,121.99784028217013,124.82323860335782,122.85650411681529,122.08294426854562,116.58936037248839,115.3293591880362,111.79588996482224,113.73127949804541,115.07890982241581,125.13350218710836,129.15256310716984,138.28724906059466,135.37792182481292,128.3281779775916,109.3391761094552,106.05748719896911,104.54277910849311,101.90361053709198,99.84384736415225,95.75254454467623,101.79944843795026,96.45913573187516
80,2004-06-06 00:42:14+00:00,131.01705121570356,126.79180199394784,134.2813757239761,134.06589066204342,133.70140128130708,127.67073232780712,123.72775732060232,119.20942288104608,119.15814758868478,122.13085990942056,118.96867512233244,121.08791381783553,125.0785282283411,125.65430995791901,124.86839448594299,120.66276336598393,121.40013792138367,118.84479312211036,122.59679693473754,123.39216039407404,125.1817429116748,133.00474494074027,128.63578587239266,118.39630095385256,116.89586602941543,112.72464777386394,107.66089817286633,104.31802382276197,105.86023441697313,106.04442175155899,105.60630089072797,106.33950853801667,107.00979222228437,116.43715825575629,113.02115940867307,112.2475035881023,105.91439976775317,108.88057648072112,107.54669441002005,107.260127133178,112.80541080900016,114.34469278262216,113.84558910912506,115.5329728091047,118.36467933842857,118.83581089499827,116.16791813022091,115.6924197316446,114.8202746153558,123.47354057668494,124.85330626060181,122.60769090860481,127.7654939236365,130.8903256746925,131.13522610399397,126.20369083005981,129.38746129287145,129.3222154700579,135.7083977805308,131.4449305827648,121.59780328354299,112.57075263773706,113.72475177975738,103.81198661737682,95.61004786424098,97.3137139903898,98.59161683798531,102.28508137154088,98.7820060857081,102.7772632171874,108.42105749840884,103.65146793736716,101.65404280191123,99.80793717744928,107.90732511488338,108.43195529227287,116.56129122033263,126.01630404108411,122.31217943317199,125.8841352546954,127.5239627849941,129.67326012668255,122.44820190459382,120.40477418198292,125.25312204132221,118.00885848149824,118.94519293260703,122.03772759611653,129.41749117531333,131.4777101583806,134.41886921751524,135.70425863438453,129.8910881656054,120.93430881549176,115.57030926596491,110.5910475344342,108.47025718294377,105.3678940373832,101.39693439848001,105.95035829407928,113.75698082671647
81,2004-07-25 00:43:48+00:00,137.10518169421223,113.86421707550824,,,,122.69794812879758,130.75192830401173,131.82651225927347,124.70104362016956,121.988319524939,122.72267785697005,122.61077464652502,126.65699860403137,126.88117702302938,126.39803268325575,123.09042372620154,119.76652264719716,114.08928137238124,117.90199900356623,121.97090141309545,124.55689719443694,133.24164664154085,126.45746923802784,120.729944099462,120.03837253210285,112.87495827905377,112.02242528217508,107.03962762257875,104.70973864294976,102.74056615137911,105.33687594787074,,,,,,,,,,105.3668823677355,110.6214832111352,111.48338099535937,115.00302404097025,117.37577661010666,120.82401160711552,120.61965979326041,120.3148229492476,123.22643417804144,128.56502267712017,131.0833818542979,131.76969632468527,,,,,,,,,,,109.81246730809379,106.93868037040444,104.17847155643943,102.76541834651458,103.04304807496752,105.47022586896591,109.96425770286544,110.89054881747707,115.22497820858953,109.78890860502426,104.6867868582921,109.75231238458129,113.19974193110806,,,,,,,,,117.18045428346822,120.01376555978531,120.51503874334293,121.85002288665777,125.12062335975598,130.38438579187132,132.4601551106233,140.84104014726177,142.8769934853828,,,,,,,96.6752216619494,103.73097157582882,107.37422396659002
82,2004-08-10 00:43:42+00:00,,,,,,,,,,,,,,,,,149.05146266140065,146.81773985624358,135.5165845052315,125.13201487919828,126.06235277449906,133.28870615133707,133.39647695445117,147.20379208025997,134.8258321257349,118.14000414511051,110.70454392632638,112.76873426235746,106.19074492674984,105.53634639220594,105.5831740484427,110.1452071182802,112.72817356288084,118.99147649916301,,,,,,,,,,104.47085053766405,108.09145483065936,113.36844082490376,113.89285586562369,113.58755059126767,114.72371964293923,121.9114542265654,127.05668248284533,127.03310491401203,128.92578245481593,131.02295017614935,128.76963144224237,,,,,,,,,,,84.78984244984892,92.9344462060496,95.43045221769711,99.43401971850194,101.90413227116724,107.5713501288956,102.19514018711612,98.02098127267817,102.33685704488443,106.00901204828673,107.32050208675022,114.21348518319274,123.56626287165386,,,,,,,109.28069368557163,112.54792294707568,116.03045419014182,117.65121662187714,125.03005050660765,129.20511935273714,138.37334631928354,136.85172477938113,130.9385263461744,115.21974321745313,,,,,,,
83,2004-08-26 00:43:40+00:00,135.02171445868058,136.8084860316324,143.70365305537354,142.5895936897595,139.83450995498197,133.46763081293682,128.45690380255064,124.58119509044501,120.52544848317918,126.56768954305532,,,,,,,,,,,,,,,,,103.14363281882788,107.6761845294498,106.5036583729266,103.31447714791285,101.83941556590798,100.49586214244829,106.43890810027474,116.89894554327566,112.93076378872532,108.01366204124176,107.76723813079269,108.08282048989345,109.15332216513517,116.2318525959096,114.25416403854248,,,,,,,,,122.48144819558712,121.90316199690837,130.22957292925958,135.35476404723912,133.92318828207235,131.0328208375795,129.30946103426675,133.63980808295665,134.57226541898908,133.38972890561388,134.52631190013736,128.4328281218976,118.71676641313067,109.74397492933204,,,,,,,,,,105.72078368598568,105.74788382327398,104.98207338050427,105.51564056357854,121.227638636383,126.07466117689842,131.44859285668554,130.3012336763567,132.35280164058094,129.8264839227332,123.07927220026593,,,,,,,,140.12741080614956,137.65597900545538,129.59287137728262,119.01544354984824,110.61970702820014,110.90839204907036,,,97.90768822687365,,
84,2004-09-11 00:43:33+00:00,142.16822844551922,143.0950519704823,150.05232924985194,146.25905710810696,144.18939873666187,135.52894301949084,135.05616910107867,132.9701705119904,132.79294702123747,128.64473151296772,124.70680504554124,127.58043095162053,135.16281155805902,133.82995903707763,132.9945732910556,129.77565565280963,124.48621085274708,122.46074696071219,128.9585172344052,127.64559630407312,130.09955246583576,137.19157548689637,135.96285020385457,128.38582466917282,128.81085910622724,127.41319904205021,116.28016966570564,119.98562588703764,,,,,,,,,,122.7920562956537,123.18880185992637,119.60812330075248,121.68539284056527,123.17173357702305,122.52763633661417,121.88301685085733,126.94728655756012,128.95472280915465,128.89969915325602,130.06330220855617,133.30478086874302,136.09007161251594,,,,,,,,,,143.33133481808125,136.48409889210018,130.72771459680104,120.36759644491491,114.45911124687514,109.6104321887097,108.37761356850154,112.01197585260687,113.19609848713168,118.21310608432842,121.91785256013974,128.99255415557053,121.69234577514354,117.03041812889182,,,,,,,,133.97450753612713,135.97031187225167,131.53283691798057,129.3358632537322,128.7978212996702,129.13373864841657,134.56352010099442,138.4777234028699,144.55843327230713,146.6264808080935,,,,,,,,110.39823042116096,102.89615234656532,104.89524821823497,112.15291037235221
