,dates,per0156-0000,per0156-0001,per0156-0002,per0156-0003,per0156-0004,per0156-0005,per0156-0006,per0156-0007,per0156-0008,per0156-0009,per0156-0010,per0156-0011,per0156-0012,per0156-0013,per0156-0014,per0156-0015,per0156-0016,per0156-0017,per0156-0018,per0156-0019,per0156-0020,per0156-0021,per0156-0022,per0156-0023,per0156-0024,per0156-0025,per0156-0026,per0156-0027,per0156-0028,per0156-0029,per0156-0030,per0156-0031,per0156-0032,per0156-0033,per0156-0034,per0156-0035,per0156-0036,per0156-0037,per0156-0038,per0156-0039,per0156-0040,per0156-0041,per0156-0042,per0156-0043,per0156-0044,per0156-0045,per0156-0046,per0156-0047,per0156-0048,per0156-0049,per0156-0050,per0156-0051,per0156-0052,per0156-0053,per0156-0054,per0156-0055,per0156-0056,per0156-0057,per0156-0058,per0156-0059,per0156-0060,per0156-0061,per0156-0062,per0156-0063,per0156-0064,per0156-0065,per0156-0066,per0156-0067,per0156-0068,per0156-0069,per0156-0070,per0156-0071,per0156-0072,per0156-0073,per0156-0074,per0156-0075,per0156-0076,per0156-0077,per0156-0078,per0156-0079,per0156-0080,per0156-0081,per0156-0082,per0156-0083,per0156-0084,per0156-0085,per0156-0086,per0156-0087,per0156-0088,per0156-0089,per0156-0090,per0156-0091,per0156-0092,per0156-0093,per0156-0094,per0156-0095,per0156-0096,per0156-0097,per0156-0098,per0156-0099,per0156-0100,per0156-0101,per0156-0102,per0156-0103,per0156-0104,per0156-0105,per0156-0106,per0156-0107,per0156-0108,per0156-0109
62,1992-03-18 14:35:08+00:00,94.20788629274138,88.85230479355356,68.48240232649846,86.61611656499218,97.01947415630924,78.08035812309609,73.73626377981176,72.5241099582476,95.08410992724339,,88.46660005517349,143.72932424052001,143.89049797925028,,,,97.37669346063056,127.57028833812521,135.0886501872828,155.486584259236,145.13018312052614,116.12777760729219,129.91163466149536,147.48441457452012,143.05631774754977,147.4702200490164,145.6338225149773,158.30393596052306,138.48012567966833,140.43092772762947,132.49333639029584,131.94776378613807,129.29075939034047,135.27868685378797,142.86217482180507,139.5463797467288,136.2976347308721,140.24344377365125,140.5686236699878,149.00147699732238,152.27189952967248,159.13841021122897,160.95554120102062,169.98092053502612,172.57604160898865,178.5441238363777,173.73971788930373,181.0283088436876,182.62504307886837,177.6095219359129,174.68280211042662,180.08668456612685,179.61416042369433,174.44376816323026,172.6662945719987,178.67639622014167,169.42486328139375,167.28375485598883,170.9695864709654,168.16511835069198,169.03265511801465,164.93121634005925,169.1406197848815,166.5235960702834,170.72841810578984,169.42299882145616,175.656431185437,169.23322563957151,173.08143216669785,172.9113506113354,169.63261054328487,169.26386346659123,166.83200369333338,178.24673240958666,172.21150091419824,174.6979151595078,172.23641941974736,177.04060249233788,176.3820182511721,175.42198732192216,169.92931786251935,174.80557953163984,180.03470092623985,177.0373931041446,182.34582162082424,182.2437810337376,187.5058819156791,188.37332390993473,191.0680888114555,187.03922049994443,188.15343257908927,188.98399404964937,186.2571115936175,185.44283053220772,184.01401083457884,188.7204408192352,188.0680191915228,188.73807948782152,187.62351093385175,191.17029556128978,188.2824598127417,193.0763509023881,189.67524614776755,190.3840151366923,186.84936530877965,184.94854270604446,185.11637437806493,175.02401899494345,168.53224660287688,156.58183281168087
63,1992-05-05 14:35:07+00:00,76.17123328454173,73.19601722803407,77.51855114845434,90.37948771550991,92.01411719886214,97.51366929605629,103.17040265908582,104.05627730920823,116.64232936825022,117.59271858985352,131.71252139142416,138.30173891619867,139.97087081005975,141.18613581333886,145.47504978567486,135.3382715364832,150.12790926809,147.1640584622951,158.82301943142298,156.4517449321872,165.18616341969633,163.54687279619378,169.4796276261132,163.0139265120307,158.24264757594304,151.0416375655221,148.4879771106479,140.90030937422517,135.31552470554684,137.49827707978304,130.19535503455876,131.1991010739939,123.7290956291494,125.77478785337415,124.54600469470562,131.50927169023691,128.4682362918122,129.9881802018272,137.6683821096467,136.8374368566204,141.77196452412215,147.4793105001453,155.43103811418064,155.38406514388475,154.67011936155035,162.19446826333052,172.49360082046795,170.33904527655716,171.22764796857976,172.8463677391284,167.77073221245246,163.60246636786832,167.72223416121543,172.33396938801317,172.51147246694663,168.60006835956855,167.99660523389593,176.2759728009366,166.00384284555045,160.63345050233113,160.01624308262672,154.36406023965702,154.97177724402795,155.31620331458456,156.86025757614885,155.18840561349032,151.75314792684304,153.28481102171645,156.4640927017266,149.44913527865768,156.78449707278241,162.0892930091824,162.9667270160455,162.64736786628572,156.88072863383752,162.53198403885796,158.97755464297742,159.25135362052916,162.0076063838991,166.25976654566784,166.31283067333354,165.03416624727703,170.7196461815274,169.0845870406108,176.82728374471625,167.21204061059905,172.22842737129588,178.51979566135537,174.99792685888747,174.26044828739717,177.29064592968703,180.29099524837463,179.60155352953677,175.3201037890355,181.27823775833684,182.4130046769307,182.5331154371509,180.23636407729947,182.71437028360936,181.45946911283312,182.73832467652335,180.31437859994836,184.3918897364365,178.3254276620681,178.26426561225173,178.53610637552032,182.75390894693004,163.82636480792513,154.4402447866808,153.22519264457443
64,1992-05-21 14:34:33+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.30215117403444,,,,,,,,,,174.8158451805888,,,,,,,,,,,,,,,,,,,,,,,,,,,189.23271182981333,160.10456096256755,163.6383954629207,,,,,,,,,,199.33957747951268,,,,,,220.89932291503598,,,,,,,,,,
65,1992-06-06 14:34:50+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,1992-07-08 14:34:01+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,1992-08-09 14:33:37+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,1992-08-25 14:33:20+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,1992-10-12 14:32:28+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1992-10-28 14:32:19+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,1992-11-13 14:31:59+00:00,62.47833092984033,76.14214898022888,67.93292377240093,71.98304871793904,67.10046252750492,62.82737121280019,78.82931189234361,86.08377327364515,89.42801423636718,112.27928194612403,122.03083601916747,116.02186053213538,118.82199731126718,129.79084085882337,128.967369655888,118.29197153800905,119.0821313475392,131.51778759133782,140.79996475271926,137.75849092965137,145.42986672768586,148.0166830993261,148.63316667493112,146.69422070402857,130.8144634689446,145.90364190048103,140.51079930237796,129.283196386416,128.80347395086557,128.1522052155903,118.07891343759579,122.03586597943712,115.22564235612982,116.00484000337516,111.48400633608495,110.62747073703667,108.35299168135276,110.64419521993268,121.58750167692348,118.01861005622952,121.4068983502416,112.1696784034492,123.6767192106124,142.19925265539757,143.6639897185856,145.49217803571096,143.72243599467205,147.5587504911718,153.96150130326495,147.85418780512526,148.76291730229144,152.39113799865757,145.76859317302376,152.65335691646538,149.12976598803868,153.14735482508908,143.3007820708378,156.32635339903425,151.9805742755114,144.27591182738678,143.2795128530779,148.28445537751483,154.3154085467642,161.5449304703776,155.60919140591704,151.7363266935617,156.20654913757417,150.89689065597832,154.21307291293735,153.24306666927882,155.46997858116768,150.39759380472992,156.5795621732861,153.50239506790064,152.64633097237473,156.03152177830054,155.9481885909206,155.43793881447252,155.85049453876206,163.42015474679408,155.90307016729406,165.82837043156104,165.3605195252388,167.40529697159224,163.93998636532933,166.56277764803792,171.71442774618197,168.94784246904948,172.7450762288567,170.56616943007847,171.38242617605783,170.78192775012175,175.5384664304015,179.97006109190323,176.89234308367637,172.64765402093693,181.60010065016348,178.72188337666682,176.72957186696402,177.69270647149915,188.5788209885573,192.68075714963254,190.44183158059118,186.04861828967847,181.81045900960444,187.112543788745,188.76911190286043,178.67277587859144,168.68881543724294,156.6874856415715
72,1992-11-29 14:32:03+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,1992-12-15 14:32:14+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.0445912853514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,1992-12-31 14:32:23+00:00,91.11117387256355,91.33205060526821,77.6150888698523,96.47371111597145,86.02255936492429,79.46016807385223,88.97106273052677,111.95559217555767,114.58214096566633,110.38688953466466,133.9016678894088,144.07147903574534,130.71251932140922,129.5682212133011,128.20348606200247,146.0102378066004,140.2583728748684,155.73381079595606,166.71751310733356,149.08663792846266,167.45070988865373,168.29888428649235,169.90693608488903,170.79870292349887,161.95473356041174,161.47389162888425,144.4409093955584,149.19813739338088,134.01686138389434,139.0296821895583,144.7270088429397,123.80326960846614,143.85070771847643,134.33494961372546,135.414143332664,134.18353123059973,133.1731950165678,124.71725713203853,143.51642278951897,135.48741353424467,150.67136645823183,141.4638320332224,152.64291196833264,151.9864844028491,152.57798344485886,163.74689062772413,161.76938782698525,162.03301419971177,163.5935627473864,172.78756257952062,160.30528687002482,169.84538883971527,163.29729679766817,170.454380968299,173.28478815453224,172.15850455353888,174.74243248434283,169.63493728698523,171.78481278786944,163.4016453581963,171.71456241065604,167.13156329065023,167.9523642179947,165.84245585963356,168.15974577657147,169.51444210290327,161.303020316648,172.19652611101213,159.0715140919922,156.6869841503382,166.6781921303137,159.69353225082415,172.14538718149413,167.8081970074284,170.9826369335807,167.35851439796107,171.90925843286024,176.0099183417698,172.38300748598823,169.53571152161243,171.2018469829767,171.8171319784363,171.2698623047489,177.20873809881456,169.00275584942673,172.56500679200707,178.12879171505153,172.99090542069416,183.35971310875166,176.64803467725497,180.02915544755683,185.47958011313665,183.77137631143387,188.12818228132886,185.16025961291612,185.6277670300067,186.83430747922125,185.39896811116725,190.25206374930275,189.85172280735887,190.86840515797923,188.80684176246046,190.03184499340168,190.2287496234488,188.2955351971059,186.96963991201696,184.7972613786805,175.2848594636233,173.19591873536842,154.7866989559995
75,1993-01-16 14:32:36+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,1993-02-01 14:33:11+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.20335572221298,121.96900221270671,122.79810885393417,117.91272813029241,111.00328459728327,118.4142083408881,126.54809117525868,131.45222717165367,105.022893368341,,,,,,141.4924086756722,143.52359558174564,144.12411333101483,150.11396522827252,146.00681967069758,151.1201058677096,156.4035634850659,163.54196325634564,164.0771097441276,159.61811203427985,160.35605528094405,156.9771971706058,156.98783725512357,159.4034218793043,164.31437076867172,160.1674800866769,161.35582950950266,164.19376089803103,161.01149924460958,162.82149206618615,157.75777610008944,154.53964385203903,154.4628247073211,155.23913547478224,154.54690082516618,154.65479924204098,151.06951853999897,147.41466708456085,147.54615886756457,151.84810555133703,151.74712909026636,157.0878019370088,146.7662726441042,153.60855648040987,164.98599861076585,164.16766281115054,161.80785857070987,161.8722712281638,154.43975992238038,157.2608018934204,159.89769833291976,,,171.2654861748632,163.0782607389738,152.3141470121532,153.95516970387573,,,,158.25403652306292,153.9991637527376,155.12527885772028,,170.68459814403616,,,,,,171.85851651940894,168.45744735740655,138.88337477935912
77,1993-02-17 14:33:18+00:00,88.01463058081922,86.95068024252947,90.73025432784557,91.57275987626984,86.29836029056631,94.10405466770479,75.7223592673447,108.4294429379666,115.5507824495439,126.68794473521436,135.71515856330072,145.11254674310956,145.9079282099925,153.73836875871487,150.89422643074465,153.13905829041516,160.99448418667882,160.16917646405665,160.75092248386943,163.2815784468272,167.82289814688087,172.06027121825701,174.50126756833004,172.62005028264502,167.4927459766095,160.22544241012992,159.10800183115794,164.457910987969,156.73497067980156,153.98416957675337,147.5639458753687,147.68953779813504,142.2875556910779,139.86911410703757,141.08645766667678,135.3464454472497,132.03780972924991,130.1618717860283,135.11723000743436,144.07895881290878,146.98282390758118,,158.3339817411212,161.5200761638106,162.30069294659882,171.0054150615739,166.98241648437624,174.50970992306827,170.99376330900026,171.77242237682637,171.56217716817372,171.45482135915879,167.21547938634916,171.74687378129866,176.41459478729942,177.02382611130923,178.35720681328135,173.59359772682112,174.88456992644734,178.6384344797492,173.38239850205468,172.52542761499393,174.8605064213528,171.13104252352935,174.01123193359075,173.24929110809973,176.5904043158968,178.86486623132132,178.79116881944253,180.23553702856637,173.37753166991433,172.2819412907684,174.3220367461606,178.59258039534296,180.57186559199795,178.5199035789104,183.0091969209327,180.7980737859507,181.69124385634032,178.46396893142452,173.56603930617266,177.82429028948332,176.74514613840617,177.73349451204544,180.76910642134507,184.3162162088352,187.94156099867632,186.43189104435316,188.9547165287019,184.59612705110982,185.56916812864256,188.53639392614832,189.67182480420308,190.1842658758122,181.05407664225538,190.7819598318461,190.59224757748945,194.26920177044758,189.37055703880483,200.03152604953686,199.73130489908556,198.98560885097893,200.95220765128073,201.6801110971112,195.86313689003424,191.00584356052588,191.0098873180949,187.79553087015566,180.2008025503325,160.63623275639702
78,1993-03-05 14:33:03+00:00,87.88075688661092,108.13916646884206,98.00970510547214,117.09916791772422,105.16333463925598,121.18345232851432,101.68145087373368,131.51798974880575,145.5873958625793,149.11416126343408,161.03357090008905,166.66251317531547,169.09448929713872,171.29949889035026,163.69549828494638,171.3553846677062,178.5217318199002,181.86548699341233,185.57605548986697,190.5923543393302,189.69919255991584,197.06201581253345,194.02308727517558,192.45321932587154,186.6328910749371,182.34697850700292,178.5789082534308,176.65302895611066,171.1470140959216,167.08263518998245,166.57312898282166,159.72495237893938,160.62028555623652,159.38706261654514,156.5592231966262,154.60024794791386,153.9187556904087,156.62882370214277,159.56695398478024,163.28985002689842,166.32129000545316,,172.19006006205024,181.2572308321199,181.50774797732697,187.21212495061934,184.4137699836276,187.37105466509178,186.97116283738745,187.42813131501956,188.47093816188317,190.72750140760186,190.75710103246473,192.76482011197075,194.52785451526995,198.62829418986513,196.78354283050584,193.22086381789637,194.4526641628177,192.19772590393106,189.0134714675683,191.04212986995657,188.16692042128054,186.45510590987544,184.20001803944524,183.06567775726964,183.46402532112398,184.5588962904594,184.815486723068,190.90247024561592,191.2966192833342,190.5508321967144,191.8392314496034,193.72520777296407,190.12433976390602,188.14042850474874,192.7271799158721,193.49040550031538,192.5421128531892,190.18972610496618,192.6342569235117,191.5255143016422,193.93280195345577,189.28492024724517,190.620563979289,194.35433517107396,191.4609238031298,190.07157939778907,198.23048817607065,202.4042005494077,202.56263184931058,200.8952913877356,199.37094353952952,197.82245782317295,197.33032497028796,201.87391700938184,204.6428628214914,202.3569986434105,195.7947317048037,201.4827651080174,203.0273513801598,206.17018586099402,199.60938465895092,201.86574267196508,202.11815258275135,192.3973593458679,188.36898639164502,187.17192301232612,181.32389443437685,163.7986421043205
79,1993-03-21 14:33:30+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,1993-05-08 14:33:24+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.2211253703012,,,,,,,,,,,,,,,,,,,,,
81,1993-06-09 14:33:29+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,1993-07-11 14:33:21+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,1993-08-12 14:33:20+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,1993-08-28 14:33:19+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,1993-12-02 14:33:14+00:00,102.88481317610604,88.89335222913361,96.60878642820379,104.13378755701756,98.86053132294501,108.20485997784151,111.06467414468295,122.27163943685798,120.57289004007514,131.22077038686294,142.26206241244674,130.70603640861512,133.05052406172473,143.025166788404,146.84797033054207,147.9797541658369,153.85509692160136,151.5244182646099,153.0598625624269,149.9725793496314,164.18329565045153,159.99261175194243,166.3585715547392,153.1808059515778,147.38887845194336,142.6113851965836,131.71353172449113,,119.02452527279873,124.49472226031402,137.55155150134303,130.76344941225838,124.34227013279099,125.68475674048716,123.2883768993567,117.92264023115787,114.7915131737138,112.1462921793102,,119.853005863622,129.5510419036635,127.62304233296351,142.8636577069728,,145.48281225869204,151.21462651008693,151.82092473570518,153.90041112150035,159.5885007039889,152.4236468090488,157.3416597503016,150.96806291990367,,,,,,,,155.0880557039491,154.08013139290264,157.90370396758914,166.05536230486513,160.4319867175646,152.07875738617776,143.59434686397464,149.7728389573531,156.8637000382054,165.1584709359987,165.04709651836,155.6849448613309,154.67444314416838,165.21588630682788,159.72924045009003,168.37028038484047,167.21276349533323,170.6537936094913,171.2201765177805,171.79397427624204,170.67499686626357,171.40952686552183,176.81987563700991,168.92998037728822,164.81074848772067,168.14979031480044,173.30298017651305,177.0290389993799,174.811145286431,172.09048918130966,170.05177413782772,168.69383715360846,182.68482374428672,184.36177666345785,179.69965347584233,177.03398836885714,172.82082440835097,176.93820321947118,177.75252036243302,175.3877802714328,178.79561698735927,181.40524340376265,182.822641479428,173.11223420933698,172.3869500098356,178.28710198964438,178.18496721978238,162.9938426536154,150.33607856026825,,125.35666780843837
86,1993-12-18 14:32:43+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,1994-01-19 14:32:15+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.57097736867289,197.43145378781773,199.98629230220868,202.24285613483775,211.28012984210255,228.52934115546432,,207.8577573635128,206.77124680061615,,,,,,,,,,,,,,,,,,,,,,,,,210.59098387906428,209.90834206069727,210.0164608767195,212.72641092258132,208.38880606690898,197.1541642954871,,213.99859067894073,,,,,,,,,,,,,,,,,,
88,1994-02-04 14:32:31+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.56904555276276,,,,,,
89,1994-05-27 14:30:15+00:00,111.57850044417066,107.1808603852801,112.5556005193717,116.56128599072835,124.07975812144493,124.37471854990972,137.31603762142564,144.350372873124,148.31149005586312,156.08918577078123,160.0939247415083,169.21933220435702,165.03375249248828,172.180947891355,176.2234693945412,179.58823880691517,174.15827948030605,180.20834079978727,178.3223976606735,181.0546343751554,184.5661683444965,189.40425699807275,185.83520478402872,177.7558774564172,180.90623639135953,173.73958701986533,169.28203356152142,166.3563796773836,163.22695425487908,156.39514208845955,154.70735203252065,146.86111977394629,143.62670700014834,147.32208730630805,132.3605616960137,133.8408359292306,124.41349510820307,133.72026486170628,,142.84363052581722,152.01948254461195,157.50122338623058,159.26921057098443,158.21817691407816,171.88504626875164,178.09533035436846,187.29267768710815,182.729565500227,183.7753842356174,171.25951475954932,173.195516802858,170.8386503203691,,165.80617370140874,161.42313607009328,159.3617940589359,171.63741696703988,178.07516947775883,177.9439629298464,180.71671049904677,177.46948508115844,172.90537666292076,167.13917823717196,172.11850492309418,162.93483658414758,194.79406978945377,178.79474327051426,184.78877258530133,170.2176957010174,165.35569511651346,169.51418496881058,170.96397663147457,173.79594267666963,167.03708304766104,164.9199308495773,171.14350723632896,169.02864445429418,172.05221359657745,180.07617808864174,174.06721438181486,174.40510142965795,173.4673098732251,178.08215114404572,180.38948408828202,177.281731695873,175.22311286962508,179.13636386792086,185.28626816355694,179.48058970313332,179.73205279112287,170.22454374930314,173.43016147871126,173.19650268306293,176.523980535618,175.72362053282907,175.39260051568343,175.2157730821424,184.0246952580104,188.4933159054673,180.06803431249185,178.71991567653046,172.08124428623628,173.0756994702574,167.84269880839386,173.10214192931267,167.2511390667303,167.97718960668396,156.13675845369414,,166.42786714995776
90,1994-07-14 14:29:07+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,1994-08-15 14:28:15+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,1994-10-18 14:26:30+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,1994-12-05 14:24:54+00:00,121.4524791103881,127.46280411714983,130.6490552385147,132.81321741342106,131.9281802496308,142.63563630709686,142.73860890918422,144.69748899821843,155.02852406887118,163.53198318238574,170.52899750587406,180.83076485645915,179.73559182467642,180.7852235081195,179.4654969042682,177.83278994852594,180.4062791673211,177.72732034901406,187.03577488703988,188.6449791090565,194.44240881992772,194.38297338109538,190.93804249573665,187.74511745577666,187.12843869489944,186.0262794127075,186.04222669568856,180.88205545508316,175.40256956617432,176.30920253775147,168.0376779069571,162.0432107623136,157.5237360993713,151.89971166655943,146.57853551848822,151.88683240654865,149.2432947390779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,1994-12-21 14:24:24+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,1995-03-27 14:20:40+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,1995-04-28 14:19:19+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,1995-05-14 14:18:36+00:00,100.97280502680542,98.31203870936453,95.67409451134347,,106.31681178926415,108.96634786198503,110.96550403715348,110.3029423769541,124.84961390398533,139.9856520796664,140.6587243117368,144.45453389716528,145.5400412248981,154.19738360867788,145.99594247432867,157.03078874251054,152.32667666256015,159.01995092031632,156.56189353739094,159.48750552857788,162.63215798472336,158.58855095981286,163.90486587186328,158.33676879997554,154.58260947648458,156.59742372678488,159.65204166929027,153.38576839588785,142.75053083144886,147.5178228823091,144.10941201600764,129.3751456276054,139.31337543691023,135.02376372381562,125.60422192065016,126.04303434914651,125.04643031635648,127.4415504779362,,133.64290820277378,135.95309052093913,132.8581253550469,146.85668629281818,148.2933394993014,149.6729101583343,158.3245177557726,160.85971783201092,160.82772050165065,163.2961707667781,160.98429442412035,161.14154245682096,160.92870927448004,161.8273485770534,158.39534213639624,167.7113251990867,157.64939799500291,161.36743473235762,161.56352756623434,165.59569764781116,156.5380144705964,163.5859904805574,166.75381415285756,173.056171344405,167.0088478945674,170.09744008310818,173.8028016303442,167.3064420784914,167.456529531258,168.6534735954409,171.96227546697926,165.6819313127141,172.20059798520654,174.40682966319034,173.20252501504672,165.65480657202755,166.7386512188044,169.71005370878478,166.34378727168638,167.49756646498656,172.220817946965,175.17326824800776,179.43729585769395,182.52327000734795,181.2072987460477,179.61455332976124,172.45740255986084,181.27201662955727,181.31576439305718,184.19589890487467,181.64951058292283,180.65473941726998,174.90042563737612,176.00150718906198,174.15224434986405,172.60393082655705,172.54571130082243,174.45752031704993,174.88686574514506,175.71771605866678,176.0001728711281,177.1684830863955,181.70628722265943,177.52783167402416,173.648129185267,171.40090219404263,171.84100381701947,168.82850534519486,161.95607573294967,153.5196383398371,140.8717226764572
98,1995-05-30 14:18:15+00:00,,109.25634073563198,134.27052859651613,99.27612786688019,,,,102.39882438550966,175.1193713938536,128.70242061538158,136.48402028592645,119.65506930776644,,136.48122445321155,152.17961974617086,147.88745924807222,144.8694633311896,139.66481790246775,125.48476769989635,,,,,,,,,,,,,,,,,,,,,122.25290539742407,,,,,,,,161.49436818137116,159.22424275783652,165.869040776522,168.5894118451012,165.46045400714746,175.04942794656986,172.04262031152004,169.67083960341017,168.92070623071413,175.40668146617128,175.32016152660756,171.1135827758228,167.63866488824286,158.31097993743526,144.84416223844002,,,159.33591032067275,,169.3970603930127,179.86521932529647,171.90580370216705,171.28969309874472,172.16131658023986,176.6282922262466,175.421345364025,169.3253673551807,169.26644164682526,182.73800477533695,181.78817016424836,181.25561844930147,182.85242314537834,184.56770851941732,180.96886819295733,179.00998568705896,186.91057602168766,202.71287459802963,,181.53026409670062,189.96525780449943,193.85371187662224,192.68275865570803,,164.8697743762176,,216.06824526131385,171.6941353697516,189.19560470519505,210.56799389157223,,,,,,,,,,,,,,
99,1995-06-15 14:17:07+00:00,,,,,,171.5216549857666,,,176.64450418137477,,,,,,,,,,,,,,,201.67839178177712,127.98534961366947,,,,,,,,,,,,,,,,,,,,,162.4336099568624,,,,,,,,,,,,,,,,149.86565648546025,,,,,,,,,,,,,215.30392120587075,,,,,,,,,148.83154832921196,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1995-07-17 14:15:40+00:00,,,,,,,,,,,,,,,,,,,,,214.81313853230404,,,218.78772703214221,109.46188455942786,,,,,153.35773951779248,,,,,,,,,,,,,,,,,,,,,213.04759948482683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
