dates,satname,nzd0595-0000,nzd0595-0001,nzd0595-0002,nzd0595-0003,nzd0595-0004,nzd0595-0005,nzd0595-0006,nzd0595-0007,nzd0595-0008,nzd0595-0009,nzd0595-0010,nzd0595-0011,nzd0595-0012,nzd0595-0013,nzd0595-0014,nzd0595-0015,nzd0595-0016,nzd0595-0017,nzd0595-0018,nzd0595-0019,nzd0595-0020,nzd0595-0021,nzd0595-0022,nzd0595-0023,nzd0595-0024,nzd0595-0025,nzd0595-0026,nzd0595-0027,nzd0595-0028,nzd0595-0029,nzd0595-0030,nzd0595-0031,nzd0595-0032,nzd0595-0033,nzd0595-0034,nzd0595-0035,nzd0595-0036,nzd0595-0037,nzd0595-0038,nzd0595-0039,nzd0595-0040,nzd0595-0041,nzd0595-0042,nzd0595-0043,nzd0595-0044,nzd0595-0045,nzd0595-0046,nzd0595-0047,nzd0595-0048,nzd0595-0049,nzd0595-0050,nzd0595-0051,nzd0595-0052,nzd0595-0053,nzd0595-0054,nzd0595-0055,nzd0595-0056,nzd0595-0057,nzd0595-0058,nzd0595-0059,nzd0595-0060,nzd0595-0061,nzd0595-0062,nzd0595-0063,nzd0595-0064,nzd0595-0065,nzd0595-0066,nzd0595-0067,nzd0595-0068,nzd0595-0069,nzd0595-0070,nzd0595-0071,nzd0595-0072,nzd0595-0073,nzd0595-0074,nzd0595-0075,nzd0595-0076,nzd0595-0077,nzd0595-0078,nzd0595-0079,nzd0595-0080,nzd0595-0081,nzd0595-0082,nzd0595-0083,nzd0595-0084,nzd0595-0085,nzd0595-0086,nzd0595-0087,nzd0595-0088,nzd0595-0089,nzd0595-0090,nzd0595-0091,nzd0595-0092,nzd0595-0093,nzd0595-0094,nzd0595-0095,nzd0595-0096,nzd0595-0097,nzd0595-0098,nzd0595-0099,nzd0595-0100,nzd0595-0101,nzd0595-0102,nzd0595-0103,nzd0595-0104,nzd0595-0105,nzd0595-0106,nzd0595-0107
2005-05-29 22:10:21+00:00,L7,,280.71,291.95,286.76,230.98,207.01,215.74,221.53,231.63,204.83,194.38,185.36,,,,,225.83,211.32,,,,,,,,,,,238.73,,,,,397.79,407.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.97,,,36.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-05 22:16:29+00:00,L7,43.93,-70.53,,,,,,,,424.80,374.36,,,,,,,,,,278.87,276.86,121.56,89.55,153.20,128.34,,246.13,258.38,,,,,245.29,129.08,,,249.01,278.37,265.15,272.45,246.19,240.80,262.21,281.83,322.60,317.67,,261.63,265.82,,255.92,273.75,285.72,285.00,263.76,272.53,282.29,265.96,284.21,286.06,284.27,260.17,269.77,478.22,,,417.64,,342.44,,303.55,279.01,286.45,290.78,300.97,285.03,266.10,263.94,270.08,263.27,260.43,277.04,273.55,177.84,284.94,262.23,261.31,259.39,257.15,259.30,255.08,256.02,256.59,318.92,258.69,,291.97,260.06,170.78,,,,,,,,
2005-06-13 22:14:31+00:00,L5,,,,,,,,,,,,,257.29,264.78,256.45,249.02,408.73,233.44,212.58,200.91,205.24,207.80,97.75,117.17,149.50,145.84,243.78,243.40,211.78,,261.46,254.90,227.51,212.31,196.45,227.47,238.64,247.69,261.03,254.59,250.69,231.85,234.52,255.24,263.62,310.82,299.25,273.62,261.62,251.19,254.57,246.83,265.36,247.46,230.50,220.58,231.11,235.37,259.80,251.56,256.60,257.64,259.09,249.63,245.24,240.46,,,,,,,,,,,,,,,,176.40,267.75,267.94,171.20,256.15,268.65,253.39,245.87,254.17,259.29,249.55,251.86,245.36,323.84,265.26,242.18,220.51,189.84,199.29,,,,,,,,
2005-06-21 22:16:23+00:00,L7,,,,,,,,,416.79,408.10,,,,,,,,,,,229.60,216.12,209.63,199.91,62.33,87.18,,,199.93,,,,,240.17,249.07,,234.90,236.72,232.27,243.70,224.01,220.47,213.81,187.87,241.28,271.80,,,,209.17,,,,,,,,,,,,,,,582.34,,,,,,,,,,,,,,52.28,,,,65.42,53.88,56.16,67.01,,50.21,103.70,,233.66,230.88,248.36,241.89,300.02,92.29,,232.87,209.66,185.24,183.82,,,,,,,
2005-07-15 22:14:43+00:00,L5,,,,,230.43,243.70,240.18,229.51,233.49,229.25,219.57,217.83,238.63,250.61,241.36,233.14,219.10,213.50,209.74,199.36,193.31,187.28,147.26,194.87,163.93,175.64,220.39,242.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.68,219.78,228.07,229.62,233.06,223.28,221.08,213.31,213.11,211.08,220.57,219.97,208.68,216.37,217.44,231.69,234.03,228.56,184.53,188.46,144.35,168.44,188.74,220.75,233.53,155.77,225.23,220.86,221.81,221.58,216.33,223.07,224.51,225.06,213.32,221.38,243.98,211.78,208.54,186.31,186.27,190.33,205.47,222.58,223.34,205.62,194.89,198.49,205.44
2005-07-16 22:10:12+00:00,L7,213.91,224.15,236.41,243.70,226.14,230.99,239.58,219.90,232.22,227.12,205.27,211.51,231.88,247.21,234.55,215.85,229.69,212.38,209.07,195.64,181.71,178.66,116.77,119.17,151.64,141.35,204.49,214.37,,198.68,215.43,208.27,,,,,,212.00,212.73,206.43,204.43,223.27,192.28,208.65,201.90,188.28,184.39,215.11,232.97,219.84,215.04,212.57,218.23,199.18,201.27,188.83,201.99,187.62,200.08,191.12,205.86,213.66,220.21,215.14,,,,,,198.98,208.82,207.83,208.91,210.24,217.00,227.46,225.27,192.12,184.41,126.57,160.43,178.11,202.56,208.79,169.28,188.16,194.94,218.82,214.41,212.27,221.38,220.67,221.24,204.81,206.73,248.04,211.41,189.98,184.09,183.13,171.61,193.03,211.15,219.62,185.40,188.08,177.77,201.54
2005-07-24 22:08:38+00:00,L5,326.89,310.90,231.42,259.41,279.40,248.40,237.28,224.19,249.09,,,244.79,260.22,262.89,256.84,234.52,433.53,249.46,265.22,459.08,,202.88,211.99,202.93,134.33,210.86,217.71,217.87,208.57,203.15,240.23,239.16,223.07,205.67,185.53,208.78,215.93,,,,218.03,223.46,213.97,233.05,232.85,268.18,267.03,269.56,,216.71,229.30,225.68,231.58,205.27,236.36,221.02,,,240.05,,,231.64,,,217.06,203.19,219.55,232.13,,,277.13,,268.52,,450.90,,,,,,,423.02,403.91,499.94,252.70,234.62,222.27,215.45,244.67,241.06,239.52,227.44,249.22,,322.47,260.01,231.55,465.80,221.11,401.87,,,,,,,,
2005-08-09 22:09:10+00:00,L5,370.30,365.84,372.34,264.62,264.07,276.53,276.24,301.86,273.28,297.37,272.62,262.96,260.18,268.14,266.10,253.73,439.73,249.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.86,307.10,255.74,253.80,247.24,198.07,213.62,243.16,238.84,248.25,240.50,256.23,262.49,268.79,269.78
2005-08-17 22:10:06+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,476.24,251.78,478.56,,,,,,,,,511.67,,,,,,-26.83,,-24.21,28.15,53.55,161.51,,,,392.23,,,192.14,208.70,229.67,226.24,211.25,,,,,,,,565.98,,,,,,,,,,,,,,323.22,18.32,-17.26,331.30,337.96,482.62,428.47,433.50,365.91,362.47,370.53,97.98,111.21,,,,,-39.01,,34.54,83.31,61.21,,,,,,,,
2005-09-02 22:10:22+00:00,L7,,,,377.47,353.36,328.37,320.24,338.96,350.57,,,,341.13,315.11,288.20,,,,,,,243.46,250.57,247.79,254.86,247.78,267.17,297.74,317.12,,267.33,274.42,263.68,239.44,219.20,256.64,250.70,246.95,270.45,258.17,261.70,233.85,235.07,250.51,268.43,316.11,308.28,281.25,262.33,250.02,258.72,257.54,267.92,277.34,275.59,256.96,272.07,260.48,265.61,271.28,276.87,279.91,255.56,275.69,244.59,241.99,274.00,277.80,,,,,,,,,,,,,,,,,,,,,,,246.95,242.52,,,,,,,,,,,,,,,333.52,326.04
2005-09-09 22:16:04+00:00,L7,346.61,315.42,383.27,261.74,256.59,265.45,260.13,342.12,256.85,278.37,244.97,239.38,245.83,261.03,253.63,241.22,399.45,226.67,241.89,,,,,,,,,,,,,,,223.85,223.83,229.93,229.49,,,,,,,,,,,,,,,,,,,,,,,,,,,247.23,232.84,231.54,241.05,233.07,233.52,246.37,,,,,,,,,,,,,,,,,,,,,,,,,,236.49,230.61,,,221.61,222.33,226.48,238.21,230.28,240.78,242.63,245.37,242.74
2005-09-10 22:08:55+00:00,L5,223.00,252.98,256.92,262.43,246.21,257.06,254.82,245.91,247.39,245.54,228.78,230.42,249.77,266.99,256.92,242.45,301.51,225.17,240.26,224.23,212.87,221.59,218.76,227.34,220.19,230.82,239.60,235.19,236.08,222.66,242.20,230.88,238.96,218.44,217.50,220.88,219.70,232.19,228.12,232.86,226.21,228.29,216.16,226.45,229.43,237.82,249.71,245.66,240.46,236.09,241.22,227.20,235.27,230.38,243.61,240.46,232.24,229.80,243.11,234.27,233.97,247.78,240.14,243.14,222.53,222.25,229.11,231.31,225.77,223.44,231.30,231.35,232.97,233.52,239.58,244.22,239.48,228.85,226.58,228.54,221.12,219.34,234.47,239.84,223.81,237.20,223.20,228.18,224.21,220.75,227.03,227.45,226.00,215.25,222.92,226.19,214.93,208.24,185.06,184.90,190.66,196.97,218.92,221.93,210.68,217.29,226.86,223.91
2005-09-18 22:10:15+00:00,L7,,261.43,,,233.96,,,,,,,,,,,,,359.39,261.40,238.30,237.79,241.08,238.76,244.84,253.04,244.25,261.92,304.50,299.40,246.81,271.00,283.00,268.86,248.76,235.31,261.97,258.87,262.03,272.19,260.94,266.84,239.52,239.53,252.47,277.13,321.78,315.09,284.86,269.19,263.16,,254.23,256.99,274.08,274.73,255.64,256.68,249.92,257.99,267.63,268.99,267.56,250.36,244.00,231.37,227.57,242.33,237.88,238.77,269.80,278.24,268.51,272.31,270.65,279.97,284.47,297.78,,263.51,360.52,345.19,244.06,265.75,267.91,264.38,253.09,256.67,250.12,245.57,241.51,240.18,242.62,241.44,241.00,297.19,243.15,197.84,205.11,163.59,224.44,226.92,231.97,243.00,,,,,
2005-09-25 22:16:02+00:00,L7,,,,,226.03,240.21,239.50,227.48,238.60,229.65,212.47,216.76,,,,,,,,,,,219.75,218.40,219.84,228.29,232.53,227.99,224.04,219.50,222.69,226.42,227.19,214.33,218.22,210.48,212.56,217.30,216.86,221.99,214.58,227.06,216.85,226.41,214.63,215.49,226.69,232.41,236.59,229.87,,215.13,214.66,219.39,230.34,235.97,225.24,217.58,227.29,225.92,221.36,229.38,230.54,227.81,218.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-10-11 22:16:02+00:00,L7,,237.21,238.28,245.56,228.80,222.30,222.03,225.97,233.18,219.82,209.75,197.84,241.99,257.24,250.10,,,,,,,,,216.08,210.30,213.98,229.43,219.97,218.35,209.22,216.67,219.05,218.14,210.53,208.70,209.40,208.08,221.26,213.90,210.35,214.16,235.69,226.42,213.26,207.01,210.18,223.00,226.06,225.59,228.61,222.08,208.17,211.08,215.94,223.47,226.86,220.69,211.69,218.88,210.66,215.69,221.41,213.34,220.55,213.11,218.35,216.75,214.14,212.32,211.71,212.00,207.97,209.39,212.64,214.13,216.61,221.74,209.94,211.47,214.67,206.73,206.31,203.11,208.09,187.26,213.34,212.23,209.53,208.83,206.59,,,,,,,,,,,,,,,,,,
2006-01-15 22:16:51+00:00,L7,,263.98,324.44,253.61,239.45,265.99,262.06,268.04,253.62,,255.90,251.40,267.32,262.92,256.07,245.19,450.33,220.29,260.48,238.71,229.00,227.34,230.19,237.03,240.16,241.48,245.44,265.69,257.49,236.41,256.45,260.65,237.71,,,,239.36,246.33,264.98,254.85,258.21,241.88,240.24,254.03,273.55,318.30,309.18,283.06,260.68,258.75,,,,,,,,,,,,,,,,,,,,296.68,302.68,285.59,278.00,273.81,288.82,288.66,261.14,257.69,261.34,265.35,256.16,255.82,269.38,271.18,265.93,249.62,252.43,253.01,,,,,,,,,,,,,260.58,275.05,260.42,,,,,
2006-01-23 22:16:59+00:00,L5,215.64,236.20,245.39,249.57,233.09,240.32,238.56,235.26,247.94,225.09,215.71,219.53,253.41,259.29,254.65,234.41,227.65,221.87,238.39,216.58,210.69,211.79,218.91,229.43,220.78,232.64,233.47,235.57,230.30,220.49,232.08,228.52,227.33,220.99,220.64,220.01,214.43,223.31,218.88,221.45,215.00,226.59,218.94,219.83,217.76,214.98,228.35,235.78,232.78,239.85,231.18,217.83,224.55,220.19,230.44,238.62,231.02,220.10,224.96,223.66,223.35,229.66,228.03,229.72,220.92,225.74,219.94,226.05,216.13,217.81,221.67,214.89,218.71,220.51,235.28,232.96,236.24,227.59,226.15,225.96,217.82,221.39,223.74,224.69,228.80,218.99,226.07,231.44,219.09,224.85,215.28,229.29,222.21,211.74,222.74,219.29,213.18,212.39,214.12,212.36,204.81,214.83,216.44,219.98,210.62,203.85,204.37,215.21
2006-02-09 22:11:13+00:00,L7,352.72,383.57,333.11,262.92,243.14,379.88,383.84,257.44,259.00,273.54,245.28,238.12,249.69,259.40,246.88,234.08,393.71,221.64,,,,,,,227.84,226.01,232.42,234.30,226.69,225.25,243.23,237.99,234.07,214.35,210.34,227.92,226.75,229.34,240.85,229.19,,,,,,,,,,11.41,,225.60,242.67,234.03,242.44,242.24,231.12,228.49,248.15,243.40,239.40,247.64,239.67,233.60,219.18,224.82,233.02,234.44,228.15,232.88,242.40,,,,,,,,,,,,,,,,,,,,,,,,,223.39,208.55,,,,,218.04,225.74,222.00,224.89,228.87,233.19,232.36
2006-03-12 22:18:01+00:00,L5,345.66,244.51,268.19,261.66,264.70,262.56,252.26,252.32,261.18,292.33,,265.22,284.28,282.71,270.40,249.70,454.57,358.27,270.84,246.96,233.33,228.49,226.21,236.04,246.16,245.22,249.33,268.24,255.95,238.61,259.71,263.44,258.98,235.08,230.78,248.36,239.64,242.37,259.71,254.42,260.89,239.04,238.29,244.70,266.93,307.77,299.72,279.18,258.62,262.11,258.88,251.12,269.56,274.83,273.29,257.26,246.76,244.48,261.45,263.07,268.52,259.84,255.40,239.60,239.41,240.57,272.70,267.15,,,,,,,,,,,,,237.01,241.36,258.69,252.15,247.03,239.08,245.68,243.85,235.03,232.79,236.69,239.48,243.90,238.13,290.06,235.84,231.91,235.10,228.37,221.30,228.33,229.60,237.88,225.27,244.96,249.05,251.14,246.57
2006-03-29 22:10:52+00:00,L7,,,,,,,,,,,,,,,,,,228.50,245.07,239.67,237.15,235.01,240.50,247.10,263.39,251.13,,316.34,296.15,248.65,274.81,286.95,277.68,245.31,234.10,263.17,270.12,267.23,271.39,262.05,265.85,241.03,240.41,250.78,280.01,323.14,312.71,286.97,269.05,265.25,266.37,270.22,273.74,277.49,277.11,259.66,264.19,260.50,277.44,281.50,293.20,,269.40,260.33,245.03,240.38,253.12,250.87,,,,,,,,,,,,,392.54,389.81,435.85,284.22,298.70,396.40,439.44,408.86,413.85,,,254.01,261.78,256.46,673.47,256.89,246.23,311.88,284.44,258.17,,,,,,,,
2006-04-13 22:18:38+00:00,L5,,302.34,359.62,258.16,296.90,262.21,258.85,247.46,268.20,299.95,261.24,259.86,287.34,282.54,282.47,267.32,456.14,356.74,358.53,329.84,,247.14,250.75,247.30,263.53,262.38,288.10,306.16,305.01,270.68,271.28,279.55,271.74,256.32,241.92,260.52,259.21,264.16,268.53,261.77,255.09,245.18,240.78,248.74,277.24,320.66,311.50,297.07,269.36,265.40,267.83,282.57,278.03,287.81,291.40,259.13,266.91,273.02,279.01,285.66,292.38,299.61,269.15,271.93,251.16,251.36,278.82,281.75,,,,,,,,,,,,,269.84,257.76,268.49,267.65,271.79,300.14,273.29,266.62,257.95,254.48,255.96,252.74,252.82,255.74,323.39,250.49,310.59,271.36,252.85,250.53,259.20,265.37,271.32,259.64,253.22,258.30,269.92,
2006-05-23 22:17:02+00:00,L7,,,,,,,,,,,,,,,,,325.55,217.06,220.90,209.50,192.82,204.98,116.82,105.38,151.67,143.19,229.60,231.23,216.35,215.66,242.45,230.44,229.62,196.41,187.99,203.75,211.79,217.38,228.41,223.53,220.44,229.03,218.39,228.63,238.04,224.79,243.96,248.42,240.10,239.83,231.27,233.20,228.99,225.72,201.44,218.53,208.24,209.02,234.69,230.17,224.74,235.95,236.33,231.50,215.02,218.69,,,,,,,,,,,,,,,,186.93,235.06,241.74,176.58,216.94,234.17,225.16,218.97,213.48,221.09,226.75,223.57,211.93,221.62,218.31,207.89,225.85,183.95,165.68,167.72,185.23,206.63,213.68,196.75,189.51,177.54,196.63
2006-05-31 22:19:19+00:00,L5,,,,420.51,403.13,436.30,423.99,404.31,,300.51,281.91,271.53,260.68,258.76,256.63,249.38,445.59,250.14,252.52,235.33,225.47,227.87,112.87,103.21,153.04,149.73,251.71,270.62,266.92,242.57,266.22,257.84,264.15,244.62,232.36,249.96,244.85,248.89,266.17,256.58,253.56,244.13,237.88,252.74,278.31,310.81,309.62,277.00,264.53,259.70,256.85,254.69,272.28,274.81,270.90,266.39,254.66,247.14,271.97,269.63,277.77,268.23,268.85,273.87,254.57,258.47,,,,,,,,,,,,,,,246.99,252.28,267.80,268.46,172.82,270.32,260.28,261.08,257.38,246.11,259.36,249.67,259.21,253.45,308.28,252.52,258.00,247.29,192.23,168.56,,247.98,246.59,248.36,264.82,267.41,274.76,270.31
2006-06-01 22:10:50+00:00,L7,,361.09,341.97,273.65,380.99,381.60,385.81,356.87,270.11,270.01,244.65,229.67,243.06,249.32,254.66,227.93,394.96,236.76,238.17,217.75,198.32,208.46,110.76,,,,,,,,,,,,,,,,250.52,235.18,244.95,228.02,213.28,239.99,253.46,289.98,288.15,260.72,246.36,238.51,247.87,238.76,257.52,,,,,,,,,,,,,,,,,,,253.15,255.89,261.44,265.72,275.19,264.09,,232.39,241.53,227.73,215.94,257.10,255.19,173.41,244.69,236.00,247.90,238.76,238.61,236.87,236.58,242.34,237.37,297.47,243.62,233.01,223.29,189.63,152.92,173.34,193.79,226.16,230.23,239.75,245.06,246.62,245.96
2006-06-16 22:19:34+00:00,L5,206.91,220.88,227.05,232.44,251.41,231.95,170.53,226.15,,,,,,,,,,,,153.44,174.23,195.71,199.11,207.29,116.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.26,251.01,220.09,67.63,196.03,225.40,225.37,223.99,,,,208.50,217.85,255.59,231.47,215.39,206.97,157.44,218.09,180.05,211.42,205.27,199.02,218.68,233.14,,
2006-06-25 22:13:31+00:00,L5,,,,,318.21,322.20,337.74,,,,,,,,,354.37,,,,,,323.00,342.73,488.29,452.97,468.68,,327.97,358.99,344.14,292.31,291.31,284.66,306.81,324.08,,268.65,279.08,282.67,281.74,280.34,262.63,247.03,258.35,296.98,357.98,327.18,305.82,277.43,277.94,286.03,343.17,,318.98,,295.28,,381.81,375.79,413.09,419.14,415.41,,410.54,582.02,547.89,550.10,,536.22,,454.75,,,,,,,,201.39,229.00,202.23,211.90,168.06,297.44,18.78,461.93,477.77,458.11,450.28,,,,,,812.66,415.27,435.76,427.05,434.59,378.56,,,,,,,473.32,479.01
2006-07-27 22:13:58+00:00,L5,360.96,285.75,268.32,246.71,237.32,252.64,263.02,257.17,277.12,286.46,256.60,,293.91,274.49,279.24,262.41,455.98,397.71,357.84,477.14,291.10,263.11,248.16,250.17,280.03,264.37,285.20,307.63,314.14,,269.81,281.03,265.63,251.58,251.07,262.78,263.36,259.97,263.43,262.77,262.81,242.05,234.82,245.19,273.99,311.85,303.29,290.47,267.22,255.34,265.78,,268.94,293.15,297.97,271.22,274.05,301.69,,293.65,295.95,315.66,,,552.21,,,520.45,475.93,466.53,,,,,,,,,,,,,,,,,,,,,,263.31,,465.65,414.00,424.73,431.35,476.95,440.95,442.78,385.51,,,,,,,
2006-08-04 22:10:28+00:00,L7,257.78,264.35,266.45,257.83,265.40,273.21,303.40,266.68,231.97,232.61,213.39,212.44,232.86,242.04,234.69,224.57,230.57,,,,,152.95,183.84,112.64,146.19,132.93,221.67,216.44,214.95,207.95,226.64,216.53,216.96,191.48,181.67,208.25,211.95,216.18,217.41,218.04,211.74,215.71,206.00,,206.18,203.75,,,,227.86,,213.99,216.26,209.87,195.88,214.44,217.28,205.09,220.87,211.96,210.13,229.69,227.77,224.89,206.95,206.37,210.63,215.44,216.23,212.44,217.75,207.04,,,,,,170.94,174.84,203.92,190.87,191.57,,,,,,,,,,,,,,,,,,,,,200.09,207.62,184.42,183.52,182.32,200.53
2006-08-28 22:14:23+00:00,L5,294.59,268.07,260.31,261.37,253.31,260.43,250.63,245.07,266.38,270.20,238.17,236.83,245.74,260.66,250.14,237.06,385.29,241.95,253.15,229.96,221.09,223.48,227.58,227.35,235.22,228.77,235.86,242.40,239.26,235.50,242.05,243.77,245.70,227.87,222.28,230.61,227.34,227.20,244.08,237.48,238.81,231.87,225.75,237.15,262.28,295.23,281.58,267.43,250.51,250.65,250.00,244.09,252.10,253.51,252.91,248.11,235.72,232.40,249.00,256.21,249.75,249.93,252.68,245.80,230.27,235.12,249.45,241.49,235.58,241.99,257.65,251.41,252.80,257.84,265.78,283.12,263.46,246.99,240.09,247.36,231.51,233.56,252.92,252.09,250.66,251.19,242.50,243.81,238.58,233.02,237.62,239.75,240.82,234.47,288.88,241.54,238.93,237.02,199.18,198.27,228.44,230.27,240.97,230.73,241.51,252.37,253.35,246.47
2006-09-28 22:16:24+00:00,L7,,226.73,246.11,247.67,233.10,241.11,238.95,235.47,247.91,248.53,232.05,222.62,238.66,255.31,250.49,234.53,378.73,,,,,,,,226.61,227.94,233.52,230.32,224.92,223.74,242.91,232.79,232.87,215.21,218.28,219.73,219.68,223.92,240.54,229.62,234.67,229.67,220.37,235.92,243.42,274.83,269.18,256.12,246.76,235.61,238.93,227.34,236.91,234.83,238.36,239.19,227.05,222.21,245.32,239.73,240.43,248.78,242.34,233.55,218.58,222.64,231.04,229.34,223.28,232.55,243.35,237.74,245.73,244.83,,263.24,247.69,238.07,236.70,236.01,225.76,225.69,245.68,247.69,,,229.29,235.02,,,,,,,,,,,,,,,,,,,229.90,225.23
2006-10-23 22:10:24+00:00,L7,,,,,,,,,,,,,,,,,,234.58,264.89,240.80,248.17,255.57,254.99,251.76,252.36,256.25,267.98,306.10,311.61,249.41,271.73,281.29,269.95,243.80,236.48,261.03,259.46,258.08,265.92,258.34,259.81,240.94,238.14,249.55,273.07,314.20,305.22,287.20,265.53,265.44,,,,,,,,,,,,,,,234.95,229.91,250.11,249.04,240.05,284.32,,,,,,,,,122.39,3.35,248.27,258.22,276.49,274.41,280.16,395.80,439.80,392.50,406.34,241.76,252.08,247.83,257.52,251.05,328.90,,,,,,,,,,,,,
2007-01-02 22:17:11+00:00,L7,,,,,,,,,,,,,,,,,,237.13,246.54,238.62,235.32,235.78,237.29,240.69,249.71,245.17,248.18,288.61,284.61,240.20,256.89,268.44,266.13,244.12,230.93,247.73,244.65,242.26,263.84,253.00,255.07,237.91,229.06,248.08,275.24,309.79,302.70,279.68,264.52,256.36,256.91,257.75,264.68,271.37,268.12,253.47,258.05,252.97,259.82,268.34,265.97,263.65,254.95,260.64,237.67,235.78,242.89,242.63,239.51,273.51,285.33,271.90,262.06,259.24,271.13,283.11,278.63,259.70,251.66,253.53,241.33,244.87,257.98,255.62,251.78,265.64,246.51,242.36,245.44,237.03,241.91,241.74,245.27,239.79,297.75,242.59,249.64,253.17,247.12,238.18,235.67,235.96,248.04,236.33,250.92,255.87,,
2007-01-26 22:21:54+00:00,L5,216.28,240.04,226.94,225.64,213.40,215.85,225.44,224.62,230.65,218.75,211.68,215.84,239.57,255.47,240.09,225.40,218.90,212.43,225.59,210.07,,,,,,,,,,,220.96,211.00,215.06,218.88,212.93,215.09,209.44,215.79,211.48,206.49,208.78,211.60,205.46,208.09,201.09,206.41,220.34,223.60,221.16,220.97,213.39,203.29,209.73,216.68,222.13,234.25,223.59,218.42,219.44,220.77,216.43,219.80,213.70,228.80,218.62,224.25,215.21,219.05,211.17,215.48,216.32,209.94,210.52,211.54,221.68,218.04,217.73,212.15,210.94,215.94,209.33,209.71,214.89,220.57,217.12,213.12,219.26,221.87,214.51,214.90,213.25,225.33,,,,,,,,,,,,,,,,
2007-02-03 22:17:19+00:00,L7,,217.11,244.38,248.26,230.52,246.92,243.83,237.13,249.35,276.01,231.97,240.49,261.92,265.30,259.48,251.88,453.53,,,,,,,,246.78,241.25,245.22,,252.99,244.82,266.20,274.94,262.45,234.25,230.50,254.26,250.60,254.15,270.83,256.45,262.49,236.77,234.00,,275.79,317.21,303.61,283.89,264.88,257.93,265.20,255.68,268.25,271.35,267.52,256.17,266.58,250.68,265.49,271.40,274.03,264.76,256.14,256.45,235.44,234.89,244.63,247.18,241.38,275.95,280.30,269.61,,,,,275.56,257.53,256.86,265.28,252.92,257.31,271.80,,,,,,,,,,,,,,,,,,,,,,,,242.05,254.58
2007-02-04 22:16:09+00:00,L5,386.37,258.64,259.33,262.61,245.40,260.55,254.82,257.86,268.20,294.37,259.03,254.30,278.60,275.55,271.89,255.34,454.89,231.04,265.59,240.20,237.36,229.56,234.32,235.73,253.80,251.43,255.48,285.60,270.99,248.37,264.15,273.80,270.98,246.14,244.86,255.32,251.09,251.84,268.30,262.39,263.75,236.05,238.65,249.03,272.71,312.40,311.90,282.11,263.85,260.87,258.92,261.64,273.00,283.24,,260.20,261.78,259.35,269.87,277.57,284.51,273.89,263.20,268.45,247.33,244.58,256.42,259.49,261.17,291.04,288.40,281.46,279.77,278.59,283.00,288.56,280.00,255.01,258.56,267.57,259.87,265.01,280.09,274.65,277.40,284.97,262.24,259.00,255.34,247.27,255.85,249.56,257.49,260.05,323.11,259.45,289.86,317.32,284.09,257.58,267.66,269.31,273.05,254.31,266.71,272.91,269.39,266.72
2007-02-19 22:17:25+00:00,L7,,,,,,,,,,,,,,,,,,,236.96,230.96,228.32,224.64,227.39,235.33,237.99,239.72,245.48,,279.10,237.61,255.49,263.32,259.97,229.68,227.59,241.08,240.29,244.07,257.65,249.56,252.10,233.51,231.90,240.72,267.56,311.02,302.77,279.33,257.72,257.75,254.99,248.44,265.80,269.72,265.58,250.11,254.19,249.58,260.77,264.72,264.39,263.32,254.35,256.82,235.72,234.40,241.91,237.05,233.22,256.43,272.07,262.79,269.74,266.60,275.36,284.26,272.44,248.95,251.73,253.55,243.74,252.16,266.50,265.57,271.02,267.39,249.70,248.73,245.86,238.85,246.59,243.29,251.04,247.66,314.84,249.80,237.53,275.35,255.41,247.16,244.54,245.32,251.01,,,,,
2007-03-23 22:17:30+00:00,L7,,,,,,,,,,,,,,,,,,226.61,242.06,228.51,223.01,226.82,230.73,235.77,231.97,239.75,243.40,244.67,234.45,235.47,246.34,245.66,244.66,227.68,227.11,230.43,229.40,229.94,247.36,247.45,242.44,232.73,226.39,239.98,250.76,287.57,283.02,261.36,254.19,250.64,251.12,244.97,258.71,244.45,256.14,245.39,242.60,239.38,255.08,258.15,251.86,254.82,253.50,248.33,237.88,236.17,242.23,,,,,,,,,,,,,,,,,,,,,,,,,244.90,247.29,241.88,299.30,243.81,227.48,237.91,235.09,230.99,231.78,232.76,241.42,239.68,,,,
